程序导标记，不用翻译,,
STRID,LAN,Remark
npctalk446_14,"I am the son of the Blacksmith in Tiger Mountain, which is on the south of Stone City.  My father sent me to Cloud Mountain to be an apprentice. ",
npctalk4483_02_19,Vast Mountain Bewitcher Cave,
npctalk4483_13,This way is your only chance to leave Bewitcher Cave!,
npctalk4483_19,Leave Bewitcher Cave,
npctalk4484_02_19,Vast Mountain Bewitcher Cave,
npctalk4484_13,The dispersed light ahead is summoning you.,
npctalk4484_19,Enter Bewitcher Cave,
npctalk4504_14,I was brought here by strange black wind.  Here is filled with Cursed Zombie and Aberrance animals.  It's so horrible... Anyone could save me from here?,
npctalk4518_14,Merry Christmas and Happy New Year!,
npctalk4520_14,"Hello, Merry Christmas~ I bring many gifts to you! The player could take one gift if he/she is higher than level 15!",
npctalk4522_14,"Hello, Merry Christmas~ I bring many gifts to you! The player could take one gift if he/she is higher than level 10!",
npctalk4584_01_12,Sir Ling is just a coward person in my eyes.  Who are you?  What are you doing here?  Go away immediately!  Are you going to revenge them? ,
npctalk4584_01_18,How about you?  Are you ready?,
npctalk4584_01_24,Let me kick you out of this place!,
npctalk4584_13,"What a bad place the Ling Mansion is...  If Ling doesn't succumb to our Chen's Manor, we will give them a lesson again!",
npctalk4584_14,You are so fearless that help Ling Mansion to oppose me!  It seems that you will not be convinced before some punishment.  Show your strength! ,
npctalk4591_01_12,The old fellow Ling Cao is too strong-willed to let his daughter marry my elder brother.  What is he thinking about?  He even doesn't care these wealth.,
npctalk4591_01_18,How about you?  Are you ready?,
npctalk4591_01_24,I shall show you my strength!,
npctalk4591_13,"Since our Chen's Manor went to Blaze Skull for shelter, we have been so successful in every aspect.  No person is brave enough to go against us!",
npctalk4591_14,You are so fearless that help Ling Mansion to oppose me!  It seems that you will not be convinced before some punishment.  Show your strength! ,
npctalk4617_14,I am badly hurt after the battle with Blaze Skull and I can only stay here now to cure and wait for other justice men.,
npctalk4618_14,I must collect some herb quickly.  I have been very compunctious and I have planned to make another one since I lost my master's medicine. ,
npctalk4619_14,"Hello!  You must be very tired after such a long journey, come here and have a rest.",
npctalk4620_14,Would you like to eat something?  The food here is very delicious and the price is cheap!,
npctalk4621_14,How to deal with it.  Chen's Manor sent so many people to come here to force our young lady to marry him.,
npctalk4622_14,The Chen's Manor simply ignored me a lot.  They must get some punishment for this.  I will organize some fellows to condemn it!,
npctalk4623_14,"I was hurt by some evil men near the Dai's Field.  I have never seen them before, so they seem to be from other place.",
npctalk4624_14,"Our Dai's Field's villagers are bullied in these days.  We found people from Chen's Manor did that, what on earth were they going to do?",
npctalk4625_14,"It's heard that there is collusion between Chen's Manor and Loo's Village, it seems that Dai's Field will have trouble.",
npctalk4626_14,"I am the boss of this market,  we can offer you some daily service you need.",
npctalk4627_14,"There are more and more bandits here recently.  It's said that they come from Star Town.  We don't dare leave here, the bandits are so rampant. ",
npctalk4628_14,"I am so old.  I never expected that there would be so much trouble in my late years, cough...",
npctalk4629_14,"It's very dangerous here.  The people in Loo's Village have practiced a lot recently, you'd better be careful.",
npctalk4630_14,"Muscle-man Wei has foretold that Dai's Field would be in danger, so he sent me here to help you.  Who are you?  Please leave if you are not our comrade, its very dangerous here!",
npctalk4631_14,"Help me... Help me...  I was hurt by those monsters with strange appearance, they are in the Ichthyoid Cave...",
npctalk4637_14,[no_use],
npctalk4643_14,[no_use],
npctalk4650_14,I have many good quality equipments for sale in a low price.  However they only belong to those who has contributed to Mercy Temple. ,
npctalk4669_02_19,Laurel Mountain Laurel Wonderland,
npctalk4669_13,"This is the Laurel Wonderland Entrance, are you ready?",
npctalk4669_19,Enter Laurel Wonderland,
npctalk4670_02_19,Laurel Mountain Laurel Wonderland,
npctalk4670_13,Here is the exit!  Leave here soon!,
npctalk4670_19,Leave Laurel Wonderland,
npctalk4446_14,Welcome to my belvedere to have a rest!  It's a place embraced by rivers from three sides with attractive views. It is a symbol of Stone City! ,
npctalk4695_14,"Sky Village is a busier place than our Golden Peak Mountain with so many people here.  What am I doing here?  Hehe, my friend is convoying me to go up the mountain.  Well...the evils have come out to imperil people, please take care!    ",
npctalk4696_14,My friend was killed by the villain and died with everlasting regret!  I must avenge him!,
Dungeon_Protect_Fail_21,"Ascetic Master Ku's body was hurt badly, which almost made evil's plot successful.  But fortunately, master's soul came back in the last minute.  Although he beat enemy successfully, he was severely injured and needs to convalesce.  Try your best next time.",
Dungeon_Protect_Fail_3,It's to be regretted that you failed to pass the test.,
Dungeon_Protect_Success_14,Score: ,
Dungeon_Protect_Success_20,You protected Ascetic Master Ku's body and drove off the attack of evils successfully.  The evil's plot has come to an end.  The master's soul has been placed aback.  The demons left must will be eliminated.,
Dungeon_Protect_Success_3,Congratulations!  You passed the test!,
Dungeon_Protect_Success_8,Round: ,
Dungeon_Protect_Success_Exp,Experience: ,
Dungeon_Protect_Success_God,Soul Experience: ,
Dungeon_Protect_Success_Money,Money: ,
Dungeon_Protect_Success_Nimbus,Energy: ,
npctalk4666_14,"You are so stupid to dare to fight me!  Beat my three heelers first before going here to fight me, hahaha...",
Dungeon_3c_14,Results,
Dungeon_3c_3,Winner has come out after fierce battle.  Now the competition finished.,
Dungeon_3c_Exp,Experience: ,
Dungeon_3c_Money,Money: ,
Dungeon_3c_Nimbus,Energy: ,
Dungeon_3c_Score,Score: ,
Dungeon_3c_Team,Participating Group: ,
Dungeon_3c_Winner,Congratulations to the WINNER: ,
npctalk4777_02_19,Ichthyoid Cave Seven Stars Stage,
npctalk4777_13,Here is the entrance of Seven Stars Stage!  Are you ready?,
npctalk4777_19,Enter Seven Stars Stage,
npctalk4778_02_19,Ichthyoid Cave Seven Stars Stage,
npctalk4778_13,Exit is right here! ,
npctalk4778_19,Leave Seven Stars Stage,
help_fuben_6,"Ichthyoid Cave Seven Stars Stage
(above level 55)

Seven Stars Stage is inside a cave which is between Dai's Field and Loo's Village. This cave looks like a big fish externally, so it enjoys the reputation of 'Ichthyoid Cave'. Although it seems quite normally like other caves around, unknown mystery and danger are approaching here step by step. Since the sharp conflict between Loo's Village and Dai's Field, a lot of powerful characters have gathered here.  Another bad news is that the people of Loo's Village have built a Star Tower for Golden Star Tao Guo to help him cope with the justicial heroes with his enhancement.  So the most urgent thing for you is to enter Ichthyoid Cave Seven Stars Stage and eliminate Golden Star Tao Guo!!

Seven Stars Stage Monsters:

Elite Necromancer Herald  
  level  55  South Frontier Area
Elite Blaze Herald        
  level  56  South Frontier Area
Body of Xuyu (exceptional)
  level  54  South Frontier Area
Body of Wei-Chiyuan (exceptional)
  level  55  South Frontier Area
Jet-arm Luo  (boss)
  level  56  South Frontier Area
Elite Spalpeen
  level  56  Loo's Court
Elite Club Servitor
  level  57  Loo's Court
Body of Cui-Tianshou (exceptional)
  level  56  Loo's Court
Body of Chen-Changgu (exceptional)
  level  56  Loo's Court
Mountain Man Kai  (boss)
  level  57  Loo's Court
Elite Soldier Watcher
  level  58  Backyard
Elite Bodyguard
  level  59  Backyard
Body of Loosi (exceptional)
  level  58  Backyard
Body of Loosan (exceptional)
  level  59  Backyard
Bright Crystal Killer  (boss)
  level  58  Backyard
Red Bat Killer  (boss)
  level  59  Backyard
Elite Soldier Coach
  level  56  Star Tower
Elite Posseman
  level  58  Star Tower
Soul of Xuyu (exceptional)
  level  54  Star Tower
Soul of Wei-Chiyuan (exceptional)
  level  55  Star Tower
Soul of Cui-Tianshou (exceptional)
  level  56  Star Tower
Soul of Chen-Changgu (exceptional)
  level  57  Star Tower
Soul of Loosi (exceptional)
  level  58  Star Tower
Soul of Loosan (exceptional)
  level  59  Star Tower
Golden Star Tao Guo  (boss)
  level  60  Star Tower
",
npctalk4847_02_19,Spider Catacomb,
npctalk4847_13,Here is the exit!  Leave here soon!,
npctalk4847_19,Leave Spider Catacomb,
npctalk4848_02_19,Spider Catacomb,
npctalk4848_13,"Here is the Spider Catacomb entrance, are you ready?",
npctalk4848_19,Enter Spider Catacomb,
help_fuben_7,"Spider Catacomb 
(above level 60)
                                                                                                                                                                                  
With the hidden evil purpose of breeding the Super Battle Spider which achieves worldwide notoriety as 'King of Poison', Golden Star Tao Guo has asked Loo's Villagers to build Sever Stars Stage for him to make enchantment.  Many years ago, Guo has captured both Iron Scorpion and Flame Spider which are necessaries for fostering the Spider.  Although the born Super Battle Spider has come into shape after years of breeding, it's still in a state of dormancy because it lacks the evil's breath for its ability to expose to the outside world.  When Guo was invited by Loo's Villager to help, he took the chance to examine the Ichthyoid Cave and found that the bottom of this cave can provide the needed evil's breath, so he accepted their request immediately and took the lead of Loo's Villagers to build the Seven Stars Stage, and by means of Seven Stars Stage's geographical advantage, exploit an independent area at the bottom of Ichthyoid Cave which is called Spider Catacomb.  Guo especially asked his henchman Turbo Machine Demon to guard around this place.  Now with Golden Star Tao Guo's failure, the Spider Catacomb is getting start to split, the Super Battle Spider is feeling this and about to come out soon.  You can enter Spider Catacomb from Screw Bay Jail.

Spider Catacomb Monsters:

Grave Guard
  level  60  Ancient Catacomb
Ghost Guard
  level  60  Ancient Catacomb
Hollow Demon Ghost  (boss)
  level  60  Ancient Catacomb
Ice Scorpion
  level  60  Miasma Area
Hail Scorpion
  level  60  Miasma Area
Millenary Iron Scorpion  (boss)
  level  60  Miasma Area
Fire Spider
  level  60  Magma Area
Brass Spider
  level  60  Magma Area
Millenary Flame Spider  (boss)
  level  60  Magma Area
Turbo Machine Demon (boss)
  level  60  Central Hall
Super Battle Spider (boss)
  level  62  Spider Chamber
",
npctalk4885,"It is a busy village, but you can always obtain peace of mind with practicing of Buddha.",
npctalk4886,"The leaves stirred in the soft breeze. Hope I can help you, my friend.",
npctalk4887,Flying can always bring me delight and immensurable space to dream away.,
npctalk4889,Merry Christmas!  All players can get Christmas Gift from me.,
help_jingjichangguize,"Each Group Arena takes one hour.  Level of mobs is determined by system according to group's level.

Group Arrangement: after player chooses Group Arena system, system will automatically arrange two similarly-leveled groups for GA PvP every 3 minutes.

GA PvP Level: sum of all member's levels / number of members = group's level.  GA PvP level is 1 by default, and every 500 points can upgrade 1 level.

GA PvP Point: each group can get 1000 GA PvP points in first login.  Points are calculated and cleared on PST 0:00 each Sunday.  Group's point affects individual's points.

Group PvP Point Evaluation: 1 point for killing each mob; 5 points for killing enemy player.  upper limit of each competition is 200 points, and lower limit 20 points.  Max reduction of points for failure is 100 points, and minimum is 10 points.

Winning Standard: when time is up, the group with higher points is the winner; if two groups share same points, the group with more killing numbers is the winner.  If both requirements are the same, then the winner will be determined by dice.

GA Frequency Limit: max 10 games per day.",
help_jingjichangjifen,"Player PvP Level: each individual player's own PvP level is 1 by default in first login.

Player Point Evaluation: in weekly group PvP points evaluation, system gives player individual player PvP points according to Group PvP Level * 50.  If group's points is lower than 1000, player cannot get individual points.

Player PvP Points Use: can be accumulated to exchange the special suit equipments.",
help001_07a,Group Arena Rules,
help001_07b,Group Arena Points,
npctalk2070,"Under the threat from both Simen Mountain Southern Heathen and Simen Mountain Enchanter, Moon Dragon Village is now filled with demons.  Bewildered by Southern Heathen, many  villagers of Moon Dragon Village regard those Simen Mountain demons as divine spirits, some  are even following them to do evils.  Fortunately, there are still some justicial villagers, who refuse to join in the evils, have a desire to eliminate the demons in Simen Mountain to save Moon Dragon Village from the evil.  Taking advantage of the defeat and flee of Green Robe Master, the five Profession Sword Immortals intend to joint hands together, and has sent a elite apprentice respectively already.  Moreover, more master hands will come together to spare no efforts to overcome this Simen Mountain!",
npctalk4918,Happy New Year and best wishes for you!,
npctalk4937,"Different from those caged children, I am here to finish master's quest.  If you are able to get me out of this place, please help me!",
npctalk4938_02_19,Simen Mountain Silver Fox Cave,
npctalk4938_13,"Here is the entrance to Simen Mountain Silver Fox Cave, please be more careful!  This cave is very unfathomable!",
npctalk4938_19,Enter Silver Fox Cave,
npctalk4939_02_19,Simen Mountain Silver Fox Cave,
npctalk4939_13,Leave here soon before enemy's troop's arrival!  Tell everything here to people outside.,
npctalk4939_19,Leave Silver Fox Cave,
npctalk4961,"Aahh, so terrible!  If it goes like this, even my life will be under threat!  Now I fully understand that empty promise can never be believed.",
npctalk4962,"With limited ability, I am too weak to cope the demon evils myself.  If I can do something for this battle, I even don't care my life.",
npctalk4963,"Even this world has been filled with evildoers, I still must finish my master's quest!",
npctalk4964,"Moon Dragon Golden Lotus, Twelve Golden Master...  It has been so many year, but I still fail to let them go.  Who can tell me when can we embrace peaceful life?",
npctalk4965,"Do not always focus on well-known beings.  You know, there are many well-known great events were caused by us ordinary people from ancient time!",
npctalk4966,"I only have some ordinary medicine here, so please don't disturb me if you are just bumming around here.  With various supernatural shield, no one need me any longer.",
npctalk4967,"As a blacksmith, I know nothing about others.  Knowing little is a safe way to survive these days...  What can I do for you?",
npctalk4975_01_12,"Those villains of Heathendom regard us as ignorant folks and thought that we would follow them upon their cheating in Simen Mountain.  So ridiculous, I have been waiting here to show my power to them!",
npctalk4975_01_18,Are you ready?,
npctalk4975_01_24,"Haha, show me your strength if you can!",
npctalk4975_13,Those damn villains Heathendom!  They even tried to assimilate us.  That's impossible!  Defeat me first!,
npctalk4975_14,Do you want to have a try?  Then you'd better take care.  Show me your strength if you can!,
npctalk4979_01_12,"Those villains of Heathendom regard us as ignorant folks and thought that we would follow them upon their cheating in Simen Mountain.  So ridiculous, I have been waiting here to show my power to them!",
npctalk4979_01_18,Are you ready?,
npctalk4979_01_24,"Haha, show me your strength if you can!",
npctalk4979_13,Those damn villains Heathendom!  They even tried to assimilate us.  That's impossible!  Defeat me first!,
npctalk4979_14,Do you want to have a try?  Then you'd better take care.  Show me your strength if you can!,
npctalk4988_01_12,"Those villains of Heathendom regard us as ignorant folks and thought that we would follow them upon their cheating in Simen Mountain.  So ridiculous, I have been waiting here to show my power to them!",
npctalk4988_01_18,Are you ready?,
npctalk4988_01_24,"Haha, show me your strength if you can!",
npctalk4988_13,Those damn villains Heathendom!  They even tried to assimilate us.  That's impossible!  Defeat me first!,
npctalk4988_14,Do you want to have a try?  Then you'd better take care.  Show me your strength if you can!,
npctalk4995_01_12,"Those villains of Heathendom regard us as ignorant folks and thought that we would follow them upon their cheating in Simen Mountain.  So ridiculous, I have been waiting here to show my power to them!",
npctalk4995_01_18,Are you ready?,
npctalk4995_01_24,"Haha, show me your strength if you can!",
npctalk4995_13,Those damn villains Heathendom!  They even tried to assimilate us.  That's impossible!  Defeat me first!,
npctalk4995_14,Do you want to have a try?  Then you'd better take care.  Show me your strength if you can!,
npctalk5002_01_12,"Those villains of Heathendom regard us as ignorant folks and thought that we would follow them upon their cheating in Simen Mountain.  So ridiculous, I have been waiting here to show my power to them!",
npctalk5002_01_18,Are you ready?,
npctalk5002_01_24,"Haha, show me your strength if you can!",
npctalk5002_13,Those damn villains Heathendom!  They even tried to assimilate us.  That's impossible!  Defeat me first!,
npctalk5002_14,Do you want to have a try?  Then you'd better take care.  Show me your strength if you can!,
npctalk5011,Those horrible demons have been capturing children those days and put them into black cages...  Who can rescue us?  I am starving!,
npctalk5013,"There are more and more demons these days, and no clear trend yet.  Please take care at any time and avoid going out frequently.  Please bear in mind!",
npctalk5014,"After casting spell to separate my soul from body, I can clearly hear the horrible shrieks of those demons...",
npctalk5015,"During the period of demon's lasting provocation, we must enhance alertness to keep serenity in this world.",
npctalk5016,It was Lady Fei who told me the evil behavior of Malefic Hong.  It's so difficult to straighten up.,
npctalk5017,"I have to save my uncle's face this time.  Damn, he himself went to Snow Mountain, leaving elderly people here.",
npctalk5018,It can be regarded as a great merit I earn for Tamer profession if I am able to eliminate the demon disaster before I achieve ultimate achievement!,
npctalk5019,"I cannot go there personally, so I have to cast spells to let my soul go to search for information instead.",
npctalk5020,"It has not been a long time since I started practicing, so my soul cannot be far away from my body.  That's why I must guard near Moon Dragon Village。",
npctalk5021,It was Lady Fei who told me the evil behavior of Malefic Hong.  It's so difficult to straighten up.,
npctalk5022,"I have to save my uncle's face this time.  Damn, he himself went to Snow Mountain, leaving elderly people here.",
npctalk5023,It can be regarded as a great merit I earn for Tamer profession if I am able to eliminate the demon disaster before I achieve ultimate achievement!,
npctalk5026,"Alas!  I really regret not listening father's advice.  I went to Simen Mountain by stealth and then stuck by demon.  If I can succeed to escape this time, I will certainly make an apology to him!",
npctalk5027,"Oh, no!  Many venomous things have run from Simen Mountain, and they sting people on first sight...  Please figure a way out soon, it's very urgent!",
npctalk5030,What a spectacular scene!  ,
npctalk5031,"I am Nameless Warrior, Nameless Warrior is my name.  Human life comes and goes fast without destination...",
npctalk5032,Small gift means a lot.  Our high-quality mail service here always keeps long-standing friendship between you and your dear friend.,
npctalk5033,"Unfortunately, I was asked to take charge of such a strange place.  It's hard to do business here!  Maybe I will be at risk soon...  Come to the point!  I am very busy!  ",
npctalk5034,"God bless me!  Please spare me from those robbers and evils.  I saw nothing, really nothing...",
npctalk5035,Great!  Good medicine as expected!!,
npctalk5038,Master your skills and try your best in this wonderful world.,
