程序导标记，不用翻译,,
ID,Name,Desc
3548,Elite Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of intelligence.  Valid time is 30 days.  It will disappear after merge."
3549,Super Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of intelligence.  Valid time is 30 days.  It will disappear after merge."
3550,Primary Physical Defense Magicstone,"Can be socketed on defense gear, increase 40 points of physical defense.  Valid time is 7 days.  It will disappear after merge."
3551,Advanced Physical Defense Magicstone,"Can be socketed on defense gear, increase 80 points of physical defense.  Valid time is 7 days.  It will disappear after merge."
3552,Strong Physical Defense Magicstone,"Can be socketed on defense gear, increase 120 points of physical defense.  Valid time is 30 days.  It will disappear after merge."
3553,Elite Physical Defense Magicstone,"Can be socketed on defense gear, increase 160 points of physical defense.  Valid time is 30 days.  It will disappear after merge."
3554,Super Physical Defense Magicstone,"Can be socketed on defense gear, increase 200 points of physical defense.  Valid time is 30 days.  It will disappear after merge."
3555,[no_use],[no_use]
3556,[no_use],[no_use]
3557,[no_use],[no_use]
3558,[no_use],[no_use]
3559,[no_use],[no_use]
3560,[no_use],[no_use]
3561,[no_use],[no_use]
3562,[no_use],[no_use]
3563,[no_use],[no_use]
3564,Defense Gear Magicstone (30 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 30 days."
3565,[no_use],[no_use]
3566,[no_use],[no_use]
3567,[no_use],[no_use]
3568,[no_use],[no_use]
3569,[no_use],[no_use]
3570,[no_use],[no_use]
3571,[no_use],[no_use]
3572,[no_use],[no_use]
3573,[no_use],[no_use]
3574,Talisman Magicstone (30 days),"Can be socketed on Talisman, increase 10 levels for its max enhancing level.  Valid time is 30 days."
3575,[no_use],[no_use]
3576,[no_use],[no_use]
3577,[no_use],[no_use]
3578,[no_use],[no_use]
3579,[no_use],[no_use]
3580,[no_use],[no_use]
3581,[no_use],[no_use]
3582,[no_use],[no_use]
3583,[no_use],[no_use]
3584,[no_use],[no_use]
3585,[no_use],[no_use]
3586,[no_use],[no_use]
3587,[no_use],[no_use]
3588,[no_use],[no_use]
3589,[no_use],[no_use]
3590,[no_use],[no_use]
3591,[no_use],[no_use]
3592,[no_use],[no_use]
3593,[no_use],[no_use]
3594,[no_use],[no_use]
3595,[no_use],[no_use]
3596,[no_use],[no_use]
3597,[no_use],[no_use]
3598,[no_use],[no_use]
3599,[no_use],[no_use]
3600,[no_use],[no_use]
3601,[no_use],[no_use]
3602,[no_use],[no_use]
3603,[no_use],[no_use]
3604,[no_use],[no_use]
3605,[no_use],[no_use]
3606,[no_use],[no_use]
3607,[no_use],[no_use]
3608,[no_use],[no_use]
3609,[no_use],[no_use]
3610,[no_use],[no_use]
3611,[no_use],[no_use]
3612,[no_use],[no_use]
3613,[no_use],[no_use]
3614,[no_use],[no_use]
3615,[no_use],[no_use]
3616,[no_use],[no_use]
3617,[no_use],[no_use]
3618,[no_use],[no_use]
3619,[no_use],[no_use]
3620,[no_use],[no_use]
3621,[no_use],[no_use]
3622,[no_use],[no_use]
3623,[no_use],[no_use]
3624,[no_use],[no_use]
3625,[no_use],[no_use]
3626,[no_use],[no_use]
3627,[no_use],[no_use]
3628,[no_use],[no_use]
3629,[no_use],[no_use]
3630,[no_use],[no_use]
3631,[no_use],[no_use]
3632,[no_use],[no_use]
3633,[no_use],[no_use]
3634,[no_use],[no_use]
3635,[no_use],[no_use]
3636,[no_use],[no_use]
3637,[no_use],[no_use]
3638,[no_use],[no_use]
3639,[no_use],[no_use]
3640,[no_use],[no_use]
3641,[no_use],[no_use]
3642,[no_use],[no_use]
3643,[no_use],[no_use]
3644,[no_use],[no_use]
3645,[no_use],[no_use]
3646,[no_use],[no_use]
3647,[no_use],[no_use]
3648,[no_use],[no_use]
3649,[no_use],[no_use]
3650,[no_use],[no_use]
3651,[no_use],[no_use]
3652,[no_use],[no_use]
3653,[no_use],[no_use]
3654,[no_use],[no_use]
3655,[no_use],[no_use]
3656,[no_use],[no_use]
3657,[no_use],[no_use]
3658,[no_use],[no_use]
3659,[no_use],[no_use]
3660,[no_use],[no_use]
3661,[no_use],[no_use]
3662,[no_use],[no_use]
3663,[no_use],[no_use]
3664,[no_use],[no_use]
3665,[no_use],[no_use]
3666,[no_use],[no_use]
3667,[no_use],[no_use]
3668,[no_use],[no_use]
3669,[no_use],[no_use]
3670,[no_use],[no_use]
3671,[no_use],[no_use]
3672,[no_use],[no_use]
3673,[no_use],[no_use]
3674,[no_use],[no_use]
3675,[no_use],[no_use]
3676,[no_use],[no_use]
3677,[no_use],[no_use]
3678,[no_use],[no_use]
3679,[no_use],[no_use]
3680,[no_use],[no_use]
3681,[no_use],[no_use]
3682,[no_use],[no_use]
3683,[no_use],[no_use]
3684,[no_use],[no_use]
3685,[no_use],[no_use]
3686,[no_use],[no_use]
3687,[no_use],[no_use]
3688,[no_use],[no_use]
3689,[no_use],[no_use]
3690,[no_use],[no_use]
3691,[no_use],[no_use]
3692,[no_use],[no_use]
3693,[no_use],[no_use]
3694,[no_use],[no_use]
3695,[no_use],[no_use]
3696,[no_use],[no_use]
3697,[no_use],[no_use]
3698,[no_use],[no_use]
3699,[no_use],[no_use]
3700,[no_use],[no_use]
3701,[no_use],[no_use]
3702,[no_use],[no_use]
3703,[no_use],[no_use]
3704,[no_use],[no_use]
3705,Purge Crystal,Use it to remove all magicstone from an equipment.
3706,Adv. Notoriety Pill,"Repent your error, use it to decrease 360 points of PK value."
3707,Numen Grass,"Double the little pet experience rate, lasting 1 hour."
3708,Numen Grass,"Double the little pet experience rate, lasting 1 hour."
3709,Adv. Numen Grass,"Double the little pet experience rate, lasting 12 hours."
3710,Adv. Numen Grass,"Double the little pet experience rate, lasting 12 hours."
3711,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.
3712,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.
3713,Sweet Fruit,"Sweet fruit, can be sold for gold."
3714,Animal Fur,"Animal fur, can be sold for gold."
3715,Bamboo Shoot,"Bamboo shoot, can be sold for gold."
3716,Spell Note,"Spell note, can be sold for gold."
3717,[no_use],[no_use]
3718,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour."
3719,Fresh Mushroom,"Fresh mushroom, can be sold for gold."
3720,Sacking Frock,"Sacking frock, can be sold for gold."
3721,Peach Oil,"Peach oil, can be sold for gold."
3722,Far Temple Map Chip,"Far Temple map chip, can be sold for gold."
3723,Devil Token,"Devil token, can be sold for gold."
3724,Glossy Bead,"Glossy bead, can be sold for gold."
3725,Green Scarp Pill,Material to make magicstone.
3726,Bandit Jewel,Material to make magicstone.
3727,Poison Cup,Material to make magicstone.
3728,Exorcism Chip,Material to make magicstone.
3729,Apotropaion Charm,Material to make magicstone.
3730,Dark Bead,Material to make magicstone.
3731,Rotted Seed,Material to make magicstone.
3732,Cracked Buddha Bone,Material to make magicstone.
3733,Ice Rime,Material to make magicstone.
3734,Beast Blood,Material to make magicstone.
3735,Defense Gear Magicstone (7 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 7 days."
3736,Talisman Magicstone (7 days),"Can be socketed on Talisman, increase 10 levels for its max enhancing level.  Valid time is 7 days."
3737,Fighting Healing Potion (lvl 3),"Strong medicine, recover 1350 HP in 15 seconds, can be used in battle."
3738,Fighting Mana Potion (lvl 3),"Strong medicine, recover 2025 Mana in 15 seconds, can be used in battle."
3739,Defense Gear Magicstone (7 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 7 days."
3740,Friend Teleport Stone,Use it to teleport a player by your side with his/her permission.  Can't be used in scenario or war area.
3741,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 15.
3742,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 30.
3743,Snow Amulet,An amulet made by snow essence.
3744,[no_use],[no_use]
3745,[no_use],[no_use]
3746,[no_use],[no_use]
3747,[no_use],[no_use]
3748,[no_use],[no_use]
3749,[no_use],[no_use]
3750,[no_use],[no_use]
3751,[no_use],[no_use]
3752,[no_use],[no_use]
3753,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 15.
3754,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 10.
3755,Cryptic Treasure Box,"An exquisite box, seems hiding some treasure in it.  Click to open.  The probability of awards is: 10 Gold 20%, Return Charm 20%, Golden Light Pill 15%, Apothecary Pill 15%, 5000 Energy 10%, 2000 Energy 10%, Instant Healing Potion (lvl 2) 5%, Small Pet Ganoderma 5%."
3756,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
3757,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
3758,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
3759,Fighting Healing Potion (lvl 1),"Strong medicine, recover 150 HP in 15 seconds, can be used in battle."
3760,[no_use],[no_use]
3761,[no_use],[no_use]
3762,[no_use],[no_use]
3763,[no_use],[no_use]
3764,[no_use],[no_use]
3765,[no_use],[no_use]
3766,Snow Amulet,An amulet made by snow essence.
3767,[no_use],[no_use]
3768,Blood Treasure Box,"Treasure hiding inside, found from Blood Hunting Ground."
3769,Blood Treasure Box,"Treasure hiding inside, found from Blood Hunting Ground."
3770,Quarry Token,"The mysterious item, which is said to be left by justicial predecessors, can be used to put a price on other players when you meet injustice.  But you must use it carefully because your own upper limit of being set a price by others will be raised one at the same time if you use it."
3771,Seven Stars Titanium Stone,"Special Titanium Stone, increase the success rate of combination for 25% each.  It only can be used in combination of +6 or +7.  You can use max 4 pieces each time.  It will disappear once used. "
3772,Small Bonus Bag,Bonus of Gold.
3773,Medium Bonus Bag,Bonus of Gold.
3774,Big Bonus Bag,Bonus of Gold.
3775,Numen Grass,"Double the little pet experience rate, lasting 1 hour."
3776,Numen Grass,"Double the little pet experience rate, lasting 1 hour."
3777,Local Product of White Bear Village,
3778,Local Product of Golden Peak Mountain,
3779,Token,
3780,Acesodyne,
3781,Letter,
3782,Crocodile Skin,
3783,Tiger Bone,
3784,Gift,
3785,Fresh Meat,
3786,Solid Food,
3787,Lost Box,
3788,Fresh Wild Fruit,
3789,Towline of Wroth,"After using it, you will be in a special state, during which if you kill other players without Charm of Refuge, the corpse can be towed by you for 30 seconds.  The special state will disappear after the tow."
3790,Charm of Refuge,"Put it in your item box, you can avoid being towed or distorted after being killed.  Each successful avoidance consumes one.  It will not be consumed if the killer has no Towline of Wroth or Curse of Body Distortion."
3791,Letter,
3792,Key,
3800,[no_use],[no_use]
3801,[no_use],[no_use]
3802,[no_use],[no_use]
3803,[no_use],[no_use]
3804,[no_use],[no_use]
3805,[no_use],[no_use]
3806,[no_use],[no_use]
3807,[no_use],[no_use]
3808,[no_use],[no_use]
3809,[no_use],[no_use]
3810,[no_use],[no_use]
3811,[no_use],[no_use]
3812,[no_use],[no_use]
3813,[no_use],[no_use]
3814,[no_use],[no_use]
3815,[no_use],[no_use]
3816,[no_use],[no_use]
3817,[no_use],[no_use]
3818,[no_use],[no_use]
3819,[no_use],[no_use]
3821,[no_use],[no_use]
3822,[no_use],[no_use]
3823,[no_use],[no_use]
3824,[no_use],[no_use]
3825,Pneuma Bolus (6),[no_use]
3826,Pneuma Bolus (5),[no_use]
3827,Pneuma Bolus (4),[no_use]
3828,Pneuma Bolus (3),[no_use]
3829,Pneuma Bolus (2),[no_use]
3830,Pneuma Bolus (1),[no_use]
3831,[no_use],[no_use]
3832,[no_use],[no_use]
3833,[no_use],[no_use]
3834,[no_use],[no_use]
3835,[no_use],[no_use]
3836,[no_use],[no_use]
3837,[no_use],[no_use]
3838,[no_use],[no_use]
3839,[no_use],[no_use]
3840,[no_use],[no_use]
3841,[no_use],[no_use]
3842,[no_use],[no_use]
3843,[no_use],[no_use]
3844,[no_use],[no_use]
3845,[no_use],[no_use]
3846,Fireworks (Red),"Holiday fireworks, use it you will see a red fireworks on the sky."
3847,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
3848,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
3849,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3850,Small Ruby,Use the gem to combine Defense Gear to Plus Rank +1 ~ +3.  Blacksmith can help you do the combination.
3851,Titanium Stone,"Secret stone with golden silk inside, used to increase the success rate of combination for 5% each.  You can use max 4 pieces each time.  It will disappear once used. "
3852,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
3853,Small Emerald,Use the gem to combine Weapon Talisman or Mount to Plus Rank +1 ~ +3.  Blacksmith can help you do the combination.
3854,White Tiger,Summon White Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.
3855,Instant Full Healing Potion,Filled HP instantly.
3856,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
3857,Instant Full Healing Potion,Filled HP instantly.
3858,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
3859,Small Emerald,Use the gem to combine Weapon Talisman or Mount to Plus Rank +1 ~ +3.  Blacksmith can help you do the combination.
3860,Blue Identify Gem,"Blue Identify Gem, use it to identify blue items, arouse the item's potential ability.  Blacksmith can help you do the identification."
3861,Towline of Wroth,"After using it, you will be in a special state, during which if you kill other players without Charm of Refuge, the corpse can be towed by you for 30 seconds.  The special state will disappear after the tow."
3862,Curse of Body Distortion,"After using it, you will be in a special state, during which if you kill other players without Charm of Refuge, the corpse will be distorted to an animal for 30 seconds.  The special state will disappear after the distortion."
3863,Curse of Body Distortion,"After using it, you will be in a special state, during which if you kill other players without Charm of Refuge, the corpse will be distorted to an animal for 30 seconds.  The special state will disappear after the distortion."
3864,Charm of Refuge,"Put it in your item box, you can avoid being towed or distorted after being killed.  Each successful avoidance consumes one.  It will not be consumed if the killer has no Towline of Wroth or Curse of Body Distortion."
3865,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
3866,Fighting Healing Potion (lvl 1),"Strong medicine, recover 150 HP in 15 seconds, can be used in battle."
3867,Fighting Mana Potion (lvl 1),"Strong medicine, recover 225 Mana in 15 seconds, can be used in battle."
3868,Fighting Healing Potion (lvl 2),"Strong medicine, recover 450 HP in 15 seconds, can be used in battle."
3869,Fighting Mana Potion (lvl 2),"Strong medicine, recover 675 Mana in 15 seconds, can be used in battle."
3870,Return Charm,Use it to return to the closest village/city.
3871,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
3872,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
3873,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3874,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
3875,Instant Full Healing Potion,Filled HP instantly.
3876,Instant Full Mana Potion,Filled Mana instantly.
3877,Lucky Snowflake,"A kind of fortune item for combination.  Using it, Plus Rank will only -1 if combination fails.  It only can be used in combination of +7 ~ +9.  It will disappear once used."
3878,[no_use],[no_use]
3879,[no_use],[no_use]
3880,[no_use],[no_use]
3881,[no_use],[no_use]
3882,[no_use],[no_use]
3883,[no_use],[no_use]
3884,[no_use],[no_use]
3885,[no_use],[no_use]
3886,[no_use],[no_use]
3887,[no_use],[no_use]
3888,[no_use],[no_use]
3889,[no_use],[no_use]
3890,[no_use],[no_use]
3891,[no_use],[no_use]
3892,Joy Ring,The ring is filled with joyance.
3893,Meta Wand of Cool Mouse,Special magic tool only for male character.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
3894,Meta Wand of Cute Mouse,Special magic tool only for female character.  Use it to get a metamorphosis BUFF.  Right-click on the BUFF icon to cancel the transforming status.
3895,Pet Skill Book (Adv. Energy),"Pet learns the skill to increase master's energy, 3 + (pet level - 10) * 2 points in every 30 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20."
3896,Pet Skill Book (Adv. Experience),"Pet learns the skill to increase master's experience, 3 + (pet level - 10) * 2 points in every 10 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20."
3897,Lavender Tiger,Summon Lavender Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.
3898,Letter,
3899,Letter,
3900,Healing Potion (lvl 12),"Function: increase 139 HP every second, lasting 15 seconds, stopped when being attacked or move."
3901,Mana Potion (lvl 12),"Function: increase 208 mana every second, lasting 15 seconds, stopped when being attacked or move."
3902,Healing Potion (lvl 13),"Function: increase 158 HP every second, lasting 15 seconds, stopped when being attacked or move."
3903,Mana Potion (lvl 13),"Function: increase 236 mana every second, lasting 15 seconds, stopped when being attacked or move."
3904,Healing Potion (lvl 14),"Function: increase 177 HP every second, lasting 15 seconds, stopped when being attacked or move."
3905,Mana Potion (lvl 14),"Function: increase 266 mana every second, lasting 15 seconds, stopped when being attacked or move."
3906,Healing Potion (lvl 15),"Function: increase 198 HP every second, lasting 15 seconds, stopped when being attacked or move."
3907,Mana Potion (lvl 15),"Function: increase 297 mana every second, lasting 15 seconds, stopped when being attacked or move."
3908,Healing Potion (lvl 16),"Function: increase 220 HP every second, lasting 15 seconds, stopped when being attacked or move."
3909,Mana Potion (lvl 16),"Function: increase 330 mana every second, lasting 15 seconds, stopped when being attacked or move."
3910,Healing Potion (lvl 17),"Function: increase 243 HP every second, lasting 15 seconds, stopped when being attacked or move."
3911,Mana Potion (lvl 17),"Function: increase 365 mana every second, lasting 15 seconds, stopped when being attacked or move."
3912,Healing Potion (lvl 18),"Function: increase 267 HP every second, lasting 15 seconds, stopped when being attacked or move."
3913,Mana Potion (lvl 18),"Function: increase 401 mana every second, lasting 15 seconds, stopped when being attacked or move."
3914,Healing Potion (lvl 19),"Function: increase 293 HP every second, lasting 15 seconds, stopped when being attacked or move."
3915,Mana Potion (lvl 19),"Function: increase 439 mana every second, lasting 15 seconds, stopped when being attacked or move."
3916,Healing Potion (lvl 20),"Function: increase 319 HP every second, lasting 15 seconds, stopped when being attacked or move."
3917,Mana Potion (lvl 20),"Function: increase 478 mana every second, lasting 15 seconds, stopped when being attacked or move."
3918,Fireworks (Red),"Holiday fireworks, use it you will see a red fireworks on the sky."
3919,Fireworks (Blue),"Holiday fireworks, use it you will see a blue fireworks on the sky."
3920,Fireworks (Green),"Holiday fireworks, use it you will see a green fireworks on the sky."
3921,Freedom Quartz,Use it to remove the soul power from a soul infused equipment.  The equipment will return to former status.
3922,Pet Attributes Reset Book,Use it to reset attribute points of current pet.
3923,Joy Ring,The ring is filled with joyance.
3924,[no_use],[no_use]
3925,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
3926,[no_use],[no_use]
3927,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
3928,Poison Tooth,
3929,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3930,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
3931,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
3932,Cacodaemon Soul,
3933,Cute Rabbit Tail,
3934,Panacea,
3935,Quarry Token,"The mysterious item, which is said to be left by justicial predecessors, can be used to put a price on other players when you meet injustice.  But you must use it carefully because your own upper limit of being set a price by others will be raised one at the same time if you use it."
3936,Forgiveness Pill (S),Use it to decrease 100 points of PK value.
3937,Rabbit Meat,
3938,Angel Gift Box,[no_use]
3939,Angel Gift Bag,[no_use]
3940,Angel Gold Token,[no_use]
3941,Angel Gold Bangle,[no_use]
3942,Angel Blessed Gem,Add 200K Energy.
3943,Adv. Volcanic Pill,"Pill to increase your damage 5% + 10 points, valid time 60 minutes."
3944,Adv. Blue Light Pill,"Pill to decrease the damage you received 10% + 5 points, valid time 60 minutes."
3945,Easter Egg,"Beautiful Easter Egg, beat the egg to gain a good gift!"
3946,Grey Rabbit (Pet),"Pet Grey Rabbit, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3947,Easter Ring,"A Easter gift, bring you luck!"
3948,Cute Rabbit Tail,
3949,Teleport Charm,"The present location will be recorded on the charm once it be used, and player could be teleported to the recorded location if the charm is used again."
3950,Adv. Volcanic Pill,"Pill to increase your damage 5% + 10 points, valid time 60 minutes."
3951,Adv. Blue Light Pill,"Pill to decrease the damage you received 10% + 5 points, valid time 60 minutes."
3952,Adv. Volcanic Pill,"Pill to increase your damage 5% + 10 points, valid time 60 minutes."
3953,Adv. Blue Light Pill,"Pill to decrease the damage you received 10% + 5 points, valid time 60 minutes."
5401,War Command Flag,Use it to set a revive place by guild leader in the War.
10000,Test-Skill 1,Test-Skill 1
10001,Test-Skill 2,Test-Skill 2
10002,Test-Skill 3,Test-Skill 3
10003,Test-Skill 4,Test-Skill 4
10004,Test-Skill 5,Test-Skill 5
10005,Swift Boots,Swift Boots
10006,Test-Inherence 1,Test-Inherence 1
11111,Talisman Online Codes,
11112,Item Pack,
11113,Item Pack,Item Pack
11114,Package of Love Heart,
11115,Award of Group Competition,A weekly award of Group Competition.
3954,Friend Teleport Stone,Use it to teleport a player by your side with his/her permission.  Can't be used in scenario or war area.
3955,Friend Teleport Stone,Use it to teleport a player by your side with his/her permission.  Can't be used in scenario or war area.
3956,Friend Teleport Stone,Use it to teleport a player by your side with his/her permission.  Can't be used in scenario or war area.
3957,Adv. Volcanic Pill,"Pill to increase your damage 5% + 10 points, valid time 60 minutes."
3958,Adv. Blue Light Pill,"Pill to decrease the damage you received 10% + 5 points, valid time 60 minutes."
3959,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.
3960,Exp. Fruit (lvl 1),Eat it to get a mass of Experiences.
3961,Exp. Fruit (lvl 2),Eat it to get a mass of Experiences.
3962,Exp. Fruit (lvl 3),Eat it to get a mass of Experiences.
3963,Exp. Fruit (lvl 4),Eat it to get a mass of Experiences.
3964,Exp. Fruit (lvl 5),Eat it to get a mass of Experiences.
3965,Exp. Fruit (lvl 6),Eat it to get a mass of Experiences.
3966,Exp. Fruit (lvl 7),Eat it to get a mass of Experiences.
3967,Exp. Fruit (lvl 8),Eat it to get a mass of Experiences.
3968,Exp. Fruit (lvl 9),Eat it to get a mass of Experiences.
3969,Primary Energy Stone,The stone with Energy in hover; use it earn 3000 points Energy.
3970,Advanced Energy Stone,The stone with Energy in hover; use it earn 10000 points Energy.
3971,Elite Energy Stone,The stone with Energy in hover; use it earn 50000 points Energy.
3972,Super Energy Stone,The stone with Energy in hover; use it earn 100000 points Energy.
3973,Bit of Primary Energy Stone,Certain amount of the bits can be composed to one piece of Primary Energy Stone.
3974,Bit of Advanced Energy Stone,Certain amount of the bits can be composed to one piece of Advanced Energy Stone.
3975,Bit of Elite Energy Stone,Certain amount of the bits can be composed to one piece of Elite Energy Stone.
3976,Bit of Super Energy Stone,Certain amount of the bits can be composed to one piece of Super Energy Stone.
3977,Fragment of Blue Item,Certain amount of the fragments can be composed to one Blue Item.
3978,Fragment of Golden Item,Certain amount of the fragments can be composed to one Golden Item.
3979,Bit of Small Emerald,Certain amount of the bits can be composed to one piece of Small Emerald.
3980,Bit of Small Ruby,Certain amount of the bits can be composed to one piece of Small Ruby.
3981,Bit of Medium Emerald,Certain amount of the bits can be composed to one piece of Medium Emerald.
3982,Bit of Medium Ruby,Certain amount of the bits can be composed to one piece of Medium Ruby.
3983,Bit of Blue Identify Gem,Certain amount of the bits can be composed to one piece of Blue Identify Gem.
3984,Bit of Golden Identify Gem,Certain amount of the bits can be composed to one piece of Golden Identify Gem.
3985,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
3986,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
3987,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
3988,Phoenix Jackstraw,"Phoenix Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived exactly at the present place.  It's invalid to red/yellow named characters.  It's also invalid in PK.  If the owner has both Phoenix Jackstraw and normal Jackstraw at the same time, it takes priority of using the normal one."
3989,Blacksmith's Gift Bag (M),A gift bag given from Blacksmith when you fail in combination; you can open it to get random reward item.
3990,Blacksmith's Gift Bag (L),A gift bag given from Blacksmith when you fail in combination; you can open it to get random reward item.
3991,Firefly Cavy (Pet),"Pet Firefly Cavy, increase master's defense, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3992,Moonlight Cavy (Pet),"Pet Moonlight Cavy, increase master's defense, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3993,Mining Charm (lvl 1),The Charm needed to do excavation in the level 1 mine of Guild Demesne.
3994,Mining Charm (lvl 2),The Charm needed to do excavation in the level 2 mine of Guild Demesne.
3995,Mining Charm (lvl 3),The Charm needed to do excavation in the level 3 mine of Guild Demesne.
3996,Mining Charm (lvl 4),The Charm needed to do excavation in the level 4 mine of Guild Demesne.
3997,Mining Charm (lvl 5),The Charm needed to do excavation in the level 5 mine of Guild Demesne.
3998,Mining Charm (lvl 6),The Charm needed to do excavation in the level 6 mine of Guild Demesne.
3999,Mining Charm (lvl 7),The Charm needed to do excavation in the level 7 mine of Guild Demesne.
4000,Mining Charm (lvl 8),The Charm needed to do excavation in the level 8 mine of Guild Demesne.
4001,Mining Charm (lvl 9),The Charm needed to do excavation in the level 9 mine of Guild Demesne.
4002,Mining Charm (lvl 10),The Charm needed to do excavation in the level 10 mine of Guild Demesne.
4003,Mineral Box (lvl 1),A box got from excavation in the level 1 mine of Guild Demesne; open it to get Mineral Bag.
4004,Mineral Box (lvl 2),A box got from excavation in the level 2 mine of Guild Demesne; open it to get Mineral Bag.
4005,Mineral Box (lvl 3),A box got from excavation in the level 3 mine of Guild Demesne; open it to get Mineral Bag.
4006,Mineral Box (lvl 4),A box got from excavation in the level 4 mine of Guild Demesne; open it to get Mineral Bag.
4007,Mineral Box (lvl 5),A box got from excavation in the level 5 mine of Guild Demesne; open it to get Mineral Bag.
4008,Mineral Box (lvl 6),A box got from excavation in the level 6 mine of Guild Demesne; open it to get Mineral Bag.
4009,Mineral Box (lvl 7),A box got from excavation in the level 7 mine of Guild Demesne; open it to get Mineral Bag.
4010,Mineral Box (lvl 8),A box got from excavation in the level 8 mine of Guild Demesne; open it to get Mineral Bag.
4011,Mineral Box (lvl 9),A box got from excavation in the level 9 mine of Guild Demesne; open it to get Mineral Bag.
4012,Mineral Box (lvl 10),A box got from excavation in the level 10 mine of Guild Demesne; open it to get Mineral Bag.
4013,Mineral Bag (lvl 1),A bag got from Mineral Box; open the bag to get reward mineral.
4014,Mineral Bag (lvl 2),A bag got from Mineral Box; open the bag to get reward mineral.
4015,Mineral Bag (lvl 3),A bag got from Mineral Box; open the bag to get reward mineral.
4016,Mineral Bag (lvl 4),A bag got from Mineral Box; open the bag to get reward mineral.
4017,Mineral Bag (lvl 5),A bag got from Mineral Box; open the bag to get reward mineral.
4018,Mineral Bag (lvl 6),A bag got from Mineral Box; open the bag to get reward mineral.
