程序导标记，不用翻译,,
STRID,LAN,Remark
npc_4683,Hades Ghost Fire,
npc_4684,Guard of Heathendom,
npc_4685,Gun Witch,
npc_4686,Fire Eye Skull,
npc_4687,Ascetic Master Ku,
npc_4693,Firefly Cavy,
npc_4694,Moonlight Cavy,
npc_4696,Lady Fei,
npc_4697,Buddha Lotus,
npc_4698,Mushroom Guard,
npc_4699,Fire Trap,
npc_4700,Reception Monk,
npc_4721,Sturdy Aborigine,
npc_4722,Big Poison Fly,
npc_4723,Heathen Evil Monk,
npc_4724,Ore Giant Captain,
npc_4725,Red Snake General,
npc_4726,Syren Leader,
npc_4727,Hell Ghost Fire,
npc_4728,Heathen Guard Major,
npc_4729,Gun Witch Leader,
npc_4730,Big Fire Eye Skull,
npc_4731,The King of Pig Face Cat,
npc_4732,Blackhearted Cockroach,
npc_4733,Blood Tree Ghost,
npc_4734,The Tyrant of Zombie,
npc_4735,The Chief of Fierce Bandit,
npc_4736,Fierce Bandit,
Scenesfight_entercon1,Red name player is not allowed to enter.,
Scenesfight_sd001,Protect Master Ku,
Scenesfight_sd002,Convoy Lady Lee,
Scenestable_sd002,Jade Scarp,
Scenestable_sdtfb001,Sorrow Temple,
npc_4744,Phantom Bat,
npc_4745,Horse-head Bear Ranger,
npc_4746,Tusk Ogre Warrior,
npc_4747,Stone Guard,
npc_4748,Mace Wood Demon,
npc_4749,Fisherman,
npc_4750,Vicious Moocher,
npc_4751,Hollow Heister,
npc_4752,Throat Rift Orc,
npc_4753,Orc Watcher,
npc_4754,Demon Guard,
credit_qixingtai,Seven Stars Stage,
ectype_qixingtai,Ichthyoid Cave Seven Stars Stage,
ecypt_enterqixingtai,A Mystic Key is required in entering the Seven Stars Stage.,
npc_4756,Body of Xuyu ,
npc_4757,Body of Wei-Chiyuan,
npc_4758,Body of Cui-Tianshou,
npc_4759,Body of Chen-Changgu,
npc_4760,Body of Loosi,
npc_4761,Body of Loosan,
npc_4762,Soul of Xuyu,
npc_4763,Soul of Wei-Chiyuan,
npc_4764,Soul of Cui-Tianshou,
npc_4765,Soul of Chen-Changgu,
npc_4766,Soul of Loosi,
npc_4767,Soul of Loosan,
npc_4768,Elite Spalpeen,
npc_4769,Elite Club Servitor,
npc_4770,Elite Soldier Coach,
npc_4771,Elite Soldier Watcher,
npc_4772,Elite Posseman,
npc_4773,Elite Bodyguard,
npc_4774,Elite Necromancer Herald,
npc_4775,Elite Blaze Herald,
npc_4776, ,
npc_4777,Seven Stars Stage Child,
npc_4778,Seven Stars Stage Child,
npc_4779,Entrance of Star Tower,
npc_4780,Entrance of 2F of Star Tower,
npc_4781,Entrance of 3F of Star Tower,
npc_4782,Entrance of 4F of Star Tower,
npc_4783,Entrance of Flying Turtleback,
npc_4784,Exit of Star Tower,
npc_4785,Exit of 2F of Star Tower,
npc_4786,Exit of 3F of Star Tower,
npc_4787,Exit of 4F of Star Tower,
npc_4788,Exit of Flying Turtleback,
npc_4789,Phantom Viper,
npc_4790,Exit of Scenario,
npc_4791,Powerful Purple Wing Bat,
npc_4800,Spider Guard,
npc_4801,Monkey Guard,
npc_4802,Octopus Guard,
npc_4803,Junior Witch Doctor,
npc_4804,Senior Witch Doctor,
npc_4805,Vital Tree,
npc_4807,Cure Stick,
npc_4809,Hotspring,
npc_4833, ,
Scenestable_3c,Group Arena,
Scenestable_guanxintai,Star Tower,
Scenestable_houhuayuan,Backyard,
Scenestable_lvcunbieyuan,Loo's Court,
Scenestable_nanjiangqv,South Frontier Area,
Scenestable_qixingtai,Seven Stars Stage,
Scenestable_xvkong,Flying Turtleback,
traffic_station_fubenchukou,Exit of Scenario,
traffic_station_qixingtai1,Outside Star Tower,
traffic_station_qixingtai1d,1F of Star Tower,
traffic_station_qixingtai2,1F of Star Tower,
traffic_station_qixingtai2d,2F of Star Tower,
traffic_station_qixingtai3,2F of Star Tower,
traffic_station_qixingtai3d,3F of Star Tower,
traffic_station_qixingtai4,3F of Star Tower,
traffic_station_qixingtai4d,4F of Star Tower,
traffic_station_qixingtai5,4F of Star Tower,
traffic_station_qixingtai5d,Flying Turtleback,
credit_lvcunzufen,Loo's Graves,
ectype_wenzhudong,Spider Catacomb,
ip_box,[no_use],
npc_4836,Hollow Demon Ghost,
npc_4837,Millenary Iron Scorpion,
npc_4838,Millenary Flame Spider,
npc_4839,Turbo Machine Demon,
npc_4840,Super Battle Spider,
npc_4841,Ice Scorpion,
npc_4842,Fire Spider,
npc_4843,Hail Scorpion,
npc_4844,Brass Spider,
npc_4845,Grave Guard,
npc_4846,Ghost Guard,
npc_4847,Spider Catacomb Child,
npc_4848,Spider Catacomb Child,
npc_4849,Myth Teleport Stele,
npc_4850,Myth Teleport Stele,
npc_4851,Octopus Monster,
npc_4852,Grave Patrolman,
npc_4853,Grave Patrolman,
npc_4859,Glass Scorpion,
npc_4860,Warp Spider Spawn,
npc_4861,Powerful Brass Spider,
npc_4863,Loo's Graves Keeper,
Scenestable_gumuqv,Ancient Catacomb,
Scenestable_wenzhuqv,Spider Chamber,
Scenestable_yanjiangqv,Magma Area,
Scenestable_zhaozeqv,Miasma Area,
Scenestable_zhongkongqv,Central Hall,
traffic_station_wenzhuchukou,Spider Chamber,
traffic_station_wenzhurukou,Entrance of Spider Chamber,
ecypt_enterwenzhudong,A Catacomb Key is required in entering the Spider Catacomb.,
npc_4857,Grave Bat,
npc_4858,Grave Bat,
Scenesfight_entercon1_2,Character below level 10 is not allowed to enter.,
icon_cash,ic_ishop_010,
map_zone20,Group Arena,
msg_point_shop_promotion_text,                 >> Shop Notice <<,
npc_4866,Elite Prentice of Siva,
npc_4867,Elite Prentice of Siva,
npc_4868,Elite Prentice of Siva,
npc_4869,Elite Prentice of Siva,
npc_4870,Elite Prentice of Siva,
npc_4871,Elite Prentice of Siva,
npc_4872,Elite Prentice of Siva,
npc_4873,Elite Prentice of Siva,
npc_4874,Elite Prentice of Siva,
npc_4875,Elite Prentice of Siva,
npc_4876,Siva Beast,
npc_4877,Devil Dimoros,
npc_4878,Devil Box of Dragon,
npc_4879,Devil Box of Phoenix,
npc_4880,Devil Box of Tiger,
npc_4881,Devil Box of Tortoise,
npc_4882,Devil Box of Crime,
npc_4884,Competition Merchant,
item_mod_class7,Special,
npc_4885,Little Monk,
npc_4886,Sir Disaster,
npc_4887,White Eagle,
npc_4888,White Eagle,
npc_4889,Santa Claus,
npc_4890,Santa Claus,
card_new_year_001,Happy Birthday !!,
card_new_year_002,I Miss You !,
card_new_year_003,I Love You !,
card_new_year_004,You are the BEST !!,
card_new_year_005,Have a Nice Dream~,
card_new_year_006,Merry Christmas and Happy New Year !,
card_new_year_007,Hello~,
card_new_year_008,Hello~,
card_val_001,Hello~,
card_val_002,Hello~,
card_val_003,Hello~,
card_val_004,Hello~,
card_val_005,Hello~,
card_women_day_001,Hello~,
card_women_day_002,Hello~,
card_women_day_003,Hello~,
card_women_day_004,Hello~,
card_women_day_005,Hello~,
channelinfo_Friend,Friend: ,
channelinfoname_Friend,Friend /d,
channelinfostring_Friend,[Friend] %s [%s]: ,
channelpage6,Friend,
ectype_61-65simenshan,Simen Mountain Silver Fox Cave,
help_jingjichang,Group Arena Rules,
map_zone21,Simen Mountain,
map_zone22,West of Simen Mountain,
npc_2067,Transport Fay,
npc_2068,Transport Fay,
npc_2069,Transport Fay,
npc_2070,Panda from Moon Dragon Village,
npc_2071,Transport Fay,
npc_4883,Arena Merchant,
npc_4910,Picked Wood Demon,
npc_4911,Mini Mech Monster,
npc_4918,[no_use],
npc_4919,Picked Golden Macaque,
npc_4920,Picked Ore Giant,
npc_4921,Picked Turtle Beast,
npc_4930,Dog Gatekeeper,
npc_4931,Robust Man,
npc_4932,Freak Viper,
npc_4933,Cave Bat,
npc_4934,Divine Silver Fox,
npc_4935,Hong's Personal Entourage,
npc_4936,Hong's Wife,
npc_4937,Little Girl,
npc_4938,Sir Moon Dragon,
npc_4939,Sword Warrior,
npc_4940,Freak Viper Header,
npc_4941,Cave Bat Header,
npc_4942,Patrol Entourage Header,
npc_4943,Patrol Entourage Header,
npc_4944,Patrol Entourage Header,
npc_4945,Little Girl,
npc_4946,Little Boy,
npc_4947,Little Girl,
npc_4948,Little Boy,
npc_4949,Little Girl,
npc_4950,Chamber Gate,
npc_4951,Chamber Gate,
npc_4952,Freak Viper,
npc_4953,Cave Bat,
npc_4954,Patrol Entourage,
npc_4955,Patrol Entourage,
npc_4956,Patrol Entourage,
npc_4957,Ancient Vessel of Blend,
npc_4958,Ancient Vessel of Water,
npc_4959,Ancient Vessel of Metal,
npc_4960,Ancient Vessel of Fire,
npc_4961,Old Squire,
npc_4962,Hunter Chief,
npc_4963,Moon Dragon Priest,
npc_4964,Moon Dragon Presbyter,
npc_4965,Prying Fellow,
npc_4966,Apothecary,
npc_4967,Blacksmith,
npc_4968,Ruffian,
npc_4969,Rowdy Bandit,
npc_4970,Golden Horn Voolarb,
npc_4971,Rose Snake,
npc_4972,Musk Deer,
npc_4973,Dragon Fruit Shrub,
npc_4974,Mauve Fruit Shrub,
npc_4975,Moon Dragon Guard,
npc_4976,Fighting Disciple,
npc_4977,Silver Horn Hylarb,
npc_4978,Chest,
npc_4979,Moon Dragon Fighter,
npc_4980,Fat Badmash,
npc_4981,Odd Shaman,
npc_4982,Moon Dragon Betrayer,
npc_4983,Enchanter Tagel,
npc_4984,Mountain Ghost,
npc_4985,Evil Ganoderma,
npc_4986,Burning Deadwood,
npc_4987,Dark Spirit,
npc_4988,Moon Dragon Ninja,
npc_4989,Nine Color Deer,
npc_4990,Veins Silver Fox,
npc_4991,Bloodthirsty Bat,
npc_4992,Crimson Scorpion,
npc_4993,Muscle Clawman,
npc_4994,Blazing Stone Ogre,
npc_4995,Moon Dragon Warlock,
npc_4996,Dark Skull Demon Split Body,
npc_4997,Dark Skull Demon Split Body,
npc_4998,Dark Skull Demon,
npc_4999,Evil Apprentice,
npc_5000,Guly Horn Horse,
npc_5001,Malefic Hong,
npc_5002,Moon Dragon Strong Man,
npc_5003,Lion Captain Loongwa,
npc_5004,Earth Grass,
npc_5005,Floating Fire Pearl,
npc_5006,Tree Warrior,
npc_5007,Flaming Lion,
npc_5008,Buddha Jade Lion,
npc_5009,Blue Wolf,
npc_5010,Bandit's Chest,
npc_5011,Catched Kid,
npc_5012,Green Spirit,
npc_5013,Bulletin Board,
npc_5014,White Cloud Master,
npc_5015,Iron Arms Lee,
npc_5016,Master Can,
npc_5017,Chase Geezer,
npc_5018,Tamer Tao Huang,
npc_5019,Soul of White Cloud Master,
npc_5020,Soul of Iron Arms Lee,
npc_5021,Soul of Master Can,
npc_5022,Soul of Chase Geezer,
npc_5023,Soul of Tamer Tao Huang,
npc_5024,Chest,
npc_5025,Chest,
npc_5026,Anya,
npc_5027,Wounded Villager,
npc_5028,Old Chest,
npc_5029,Scrubby Rogue,
npc_5030,Master Young,
npc_5031,Nameless Warrior,
npc_5032,Post Officer,
npc_5033,Auctioneer,
npc_5034,Craven Villager,
npc_5035,Herborizing Apothecary,
npc_5036,Teleport Stele,
npc_5037,Ancient Vessel of Wood,
npc_5038,Talisman Fairy,
Role_Shape_Big1,Large,
Role_Shape_Big2,Larger,
Role_Shape_Normal,Normal,
Role_Shape_Small1,Small,
Role_Shape_Small2,Smaller,
Role_SkinColor_1,Color 1,
Role_SkinColor_2,Color 2,
Role_SkinColor_3,Color 3,
Role_SkinColor_4,Color 4,
Role_SkinColor_5,Color 5,
Role_SkinColor_6,Color 6,
Scenesfight_entercon1_2_2,Character below level 40 is not allowed to enter.,
Scenestable_yinge,Cryptic Chamber,
Scenestable_yinhudong,Silver Fox Cave,
sn001_feixue,Bandit Lair,
sn001_kumulin,Dry Woods,
sn001_shanfeilaochao,Bandit Fort,
sn001_simenshandongbu,East of Simen Mountain,
sn001_simenshanlu,Foothill of Simen Mountain,
sn001_simenshannanbu,South of Simen Mountain,
sn001_yuelongcun,Moon Dragon Village,
sn001_yuelongcunjiaowai,Outskirt of Village,
sn001_yuelongcunyizhi,Old Site of Village,
traffic_station_huzhuashan,Tiger Mountain,
traffic_station_ningbiya,Green Scarp,
traffic_station_shangyuanyindi,The Wounded Camp,
traffic_station_yuelongcunchuansongshizhe,Moon Dragon Village,
traffic_station_yuelongcunshizhe,Stone City,
channelpage7,System,
credit_yuelongcun,Moon Dragon Village,
ectype_61to65simenshan,Simen Mountain Silver Fox Cave,
