程序导标记，不用翻译,,
STRID,LAN,Remark
msg_pet_hotkey_skill5,Pet skills hotkey5,
msg_pet_isdead,Pet is dead.,
msg_pet_isexist,Pet is exist.,
msg_pet_isnot_dead,Pet is still alive. ,
msg_pet_isnot_exist,Pet does not exist.,
msg_pet_item_del_error,"To destroy item, take the pet back first.",
msg_pet_learn_newskill,Pet has learnt a new skill.,
msg_pet_learnskill_more_error,Can't use: current pet can not learn new skill any more.,
msg_pet_levelup_limit_error,Can't use: current pet reached highest level already.,
msg_pet_levelup_nopet_error,Currently no pet.,
msg_pet_levelup_notenough_exp,Can't use: current pet has not enough Experience.,
msg_pet_multi_error,You only can summon one pet.,
msg_pet_no_pet,Currently no pet.,
msg_pet_num_enough_error,You have reached maximum of your pets amount.,
msg_pet_recall_cmd,Recall,
msg_pet_rename_cmd,Rename,
msg_pet_rename_err,Pet was renamed too many times.,
msg_pet_rename_error,Rename failed,
msg_pet_rl_rc_busy,Current act is in processing.,
msg_pet_tame_exists_error,You have a pet already.,
msg_pet_unknown,Unknown pet.,
msg_pet_useskill_error,Pet can't use it's skills.,
msg_pet_view,Pet Detail,
msg_pet_view_carry,Withdraw,
msg_pet_view_s_and_c,D / W,
msg_pet_view_storage,Deposit,
msg_petfeed_pet_notmatch,Your pet doesn't like this food.,
msg_petfeed_tar_invalid,Invalid target,
msg_phy,Physical,
MSG_PK_AREA_INVALID,PK is not allowed in this area.,
MSG_PK_DEFSTATE_BEGIN,You are in self-defense status to player [%s].,
MSG_PK_DEFSTATE_BEGIN_1,[%s] is in self-defense status to you.,
MSG_PK_DEFSTATE_END,Your self-defense status to player [%s] finished.,
MSG_PK_DEFSTATE_END_1,[%s] is not in self-defense status to you anymore.,
MSG_PK_DISABLE_USE,Your PK Value is too high to use items and cast magic.,
MSG_PK_ENEMY,Capture,
MSG_PK_FREE,Free,
MSG_PK_GET_EQUIP,"You won in the PK, you earned one item from your opponent and the item added to your item box.",
MSG_PK_GUILD,Guild,
MSG_PK_INVALID_NOW,PK is not allowed now.,
MSG_PK_LOST_EQUIP,"You were killed in PK, you lost your item [%s].  (red name character may lost game gear, exp, energy and money while was killed)",
MSG_PK_LOST_INVENTRY_ITEM,"You were killed in PK, you lost your item [%s] from your item box.  (red name character may lost game gear, exp, energy and money while was killed)",
MSG_PK_MODE_,PK Mode: ,
MSG_PK_MODE_IS,Your current PK mode is: %s,
MSG_PK_MONSTER,Peace,
MSG_PK_RED_DROP_TIP,"Caution: You're in RED NAME status!  You will lose experience, energy and money if you're killed by other players.  Be careful!",
MSG_PK_TEAM,Team,
msg_point_buy_items_fail,"Trading failed, not enough T-Points.",
msg_point_buy_items_succeed,Trading succeed.,
msg_point_buy_items_time_out,"You can't trade temporarily,  please try later.",
msg_point_buy_items_waite,"It's trading now, please wait...",
msg_point_shop_affirm,"Do you want to purchase %s %s?  Please click 'Ok' to confirm, or click 'Cancel' to abandon.",
msg_point_shop_buy_lev_limit,Your character level is not high enough to purchase item in the Shop.,
msg_point_shop_buy1,"You will purchase %d %s, please confirm.",
msg_point_shop_buy2,"You will purchase %d set(s), totally %d %s, please confirm.",
msg_point_shop_no_point,"Not enough T-Points, you can't purchase.",
msg_point_shop_open_lev_limit,Your character level is not high enough to open the Shop interface.,
msg_point_shop_point,T-Points: ,
MSG_POINTS_GE,At least need %d fighting points.,
msg_poison,Poison,
msg_poisonarm,Poison Resist,
MSG_POISONARM_HINT,"To level %d enemy,  poison damage decrease: %.2f%% ",
msg_popmenu_add_block,Add into Black List,
msg_popmenu_add_enemy,Add into Foe List,
msg_popmenu_add_friend,Add into Friend List,
msg_popmenu_allot_flag,Distribute Mode: ,
msg_popmenu_blue_mode,Blue,
msg_popmenu_captain_mode,Teamleader,
msg_popmenu_del_block,Remove from Black List,
msg_popmenu_del_enemy,Remove from Foe List,
msg_popmenu_del_friend,Delete from Friend List,
msg_popmenu_del_team_member,Expel team member,
msg_popmenu_dismiss_team,Dismiss,
msg_popmenu_elevate_captain,Promote to be team leader,
msg_popmenu_glod_mode,Golden,
msg_popmenu_green_mode,Green,
msg_popmenu_leave_team,Leave the team,
msg_popmenu_offline_flag,[offline],
msg_popmenu_pick_flag,Pick Mode: ,
msg_popmenu_pick_free_mode,Free,
msg_popmenu_pick_random_mode,Dice,
msg_popmenu_same_can_not_team,"Dear, no player in one team should be in same name, if so, you will not be teamed.",
msg_popmenu_same_name,Same name error,
msg_popmenu_see_team_member,Check team member,
msg_popmenu_team_invite,Team up,
MSG_PRETIME_1,Preparing Time: %d h %d m %d s,
MSG_PRETIME_2,Preparing Time: %d h %d m,
MSG_PRETIME_3,Preparing Time: %d m %d s,
MSG_PRETIME_4,Preparing Time: %d m,
MSG_PRETIME_5,Preparing Time: %d s,
MSG_PRETIME_6,Preparing Time: %.1f s,
msg_puppet_create_failed,Summon puppet failed.,
msg_puppet_isnot_exist,Current no puppet.,
MSG_RANGEATT_INVALID,You can't use long distance attack now.,
msg_rank_err1,"Server is busy, please try later.",
msg_rank_err2,Can't find matchable player.,
msg_rank_err3,No suitable ranking list.,
msg_rank_err4,Can't find matchable ranking list.,
msg_rank_err5,This player is not in the ranking list.,
msg_rank_err6,Ranking List only shows the Top ,
msg_rank1,Rank,
msg_rank2,Name,
msg_rank3,Level,
msg_rank4,Soul Level,
msg_rank5,Guild Name,
msg_rank6,Guild Level,
msg_rank7,Profession,
msg_reduce_exp,You lost Experience %d points.,
MSG_RELEASE,Instant Release,
MSG_REMOVE_HATE,Decrease target enemy value.,
MSG_REMOVE_SPECIAL_EFF,Remove all magic effects on target %s.,
msg_reqitem_error,Enter into %s need %s. ,
msg_reqlev_error,%s required level %d.,
msg_reqpk_error,Can't get into scenario because of PK actions.,
msg_revive_request,"[%s] is trying to revive you here, do you agree?",
MSG_RIDE_ERROR1,You can't ride mount at current state.,
MSG_RIDE_OPERROR,"You are in riding status, you can't operate.",
msg_roll_cancel,%s gave up the item: %s,
msg_roll_info,%s versus %s diced %d points. ,
msg_sale_item_conform,"It's precious item, please confirm!",
msg_school_err1,"Server is busy, please try later.",
msg_school_err10,Your master is offline.,
msg_school_err11,"Abolish apprenticeship unilaterally, so you can't use apprenticeship system in %d hours.",
msg_school_err12,You have a master already.,
msg_school_err13,"To graduate, need master team with apprentice.",
msg_school_err14,"To graduate, need master team with apprentice, and master should be the team leader.",
msg_school_err15,Apprentice need reach level 30 to graduate.,
msg_school_err16,Apprenticeship is incorrect.,
msg_school_err17,"To graduate, you have to be an apprentice.",
msg_school_err18,You have no master now.,
msg_school_err2,"To be a master, you can't be an apprentice or you have graduated already.",
msg_school_err3,The maximum amount of apprentices of a master is ,
msg_school_err4,Apprentice is offline.,
msg_school_err5,Apprentice level should between: ,
msg_school_err6,Master at least should reach level ,
msg_school_err7,Your recruit apprentice invitation was cancelled for overtime.,
msg_school_err8,The apprentice you want to recruit has a master already.,
msg_school_err9,The total amount of apprentice can't be more than ,
msg_school1,Name,
msg_school10,Recruit Time,
msg_school11,Please input your master's name.,
msg_school12,Please input your apprentice's name.,
msg_school13," want to recruit you as apprentice, do you agree?",
msg_school14, reject your invitation to being apprentice.,
msg_school15, recruit an apprentice ,
msg_school16,%d - %d - %d,Master&Apprentice
msg_school17,(offline),
msg_school18,Applying,
msg_school19,Apprentice,
msg_school2,Level,
msg_school20,Graduated,
msg_school21,"Apprentice %s reported to master %s, the achievement level increased %d.  And %s earned extra Experience %d and Energy %d.",
msg_school22,Master List,
msg_school23,Name,
msg_school24,Apprentice Amt.,
msg_school25,Book In Time,
msg_school26,You are in the list to be the apprentice of %s.  Please wait for the confirm.,
msg_school27,System Mail,
msg_school28,%s recruited %s as apprentice.,
msg_school29,System,
msg_school3,Current Status,
msg_school30,System Reward Item,
msg_school31,To Graduate,
msg_school32,Master Point change for Reputation Point,
msg_school33,Apprentice %s graduated successfully from master %s.,
msg_school34,Recruit Apprentice,
msg_school35,Apply to Master,
msg_school36,"Master can expulse apprentice without punishment if apprentice has not reported for %d days.  The apprentice or master, who abolishes the apprenticeship unilaterally, will lose %d Experience of current level, and can't use apprenticeship system in %d hours.  Are you sure to abolish the apprenticeship unilaterally?",
msg_school37,Are you sure to abolish the apprenticeship unilaterally?,
msg_school38,Last Report Time,
msg_school39,%s apply for being an apprentice,
msg_school4,Report Level,
msg_school40,Your master points increased %d,
msg_school5,Recruit Time,
msg_school6,Name,
msg_school7,Level,
msg_school8,Current Status,
msg_school9,Report Level,
msg_second,second ,
MSG_SECONDS,%d s,Effect Display
MSG_SEE_EQUIP,View Equipment,
msg_self,You ,
msg_self_points_must_ge,Fighting points must more than (including) %d.,
msg_self_weapon_level_must_ge,Player's Talisman level should be higher than (including) %d.,
msg_server_quit,"Server will be closed in %d seconds, please log out to make sure your game data complete.",
msg_server_quit_cd,"Server will be closed in %s, please log out to make sure your game data complete.",
msg_set_private_target,Set whisper target as [%s].,
MSG_SETHOME,Set Return Spot,
MSG_SETHOME_REQUEST,"If you decide to set the return spot here, you will be teleported here for every time you use the teleport stone.  Will you set it here?",
MSG_SETHOME_SUCCESS,Now here is the return spot.,
MSG_SETTING_COLOR_FLAG,bit,
MSG_SETTING_QUALITY_HEIGHT,   high,
MSG_SETTING_QUALITY_LOW,   low,
MSG_SETTING_QUALITY_MIDDLE,   medium,
MSG_SETTING_REFRESH_HZ,Hz,
MSG_SETTING_WIDTH_SCREEN_FLAG,[wide screen],
msg_shortcut1,Move,
msg_shortcut10,Main Hotkey 5,
msg_shortcut11,Main Hotkey 6,
msg_shortcut12,Main Hotkey 7,
msg_shortcut13,Main Hotkey 8,
msg_shortcut14,Main Hotkey 9,
msg_shortcut15,Main Hotkey 0,
msg_shortcut16,Main Hotkey Page1,
msg_shortcut17,Main Hotkey Page2,
msg_shortcut18,Main Hotkey Page3,
msg_shortcut19,Right Shortcut 1-1,
msg_shortcut2,Sit/Stand,
msg_shortcut20,Right Shortcut 1-2,
msg_shortcut21,Right Shortcut 1-3,
msg_shortcut22,Right Shortcut 1-4,
msg_shortcut23,Right Shortcut 1-5,
msg_shortcut24,Right Shortcut 1-6,
msg_shortcut25,Right Shortcut 1-7,
msg_shortcut26,Right Shortcut 1-8,
msg_shortcut27,Right Shortcut 1-9,
msg_shortcut28,Right Shortcut 1-10,
msg_shortcut29,Right Shortcut 1-11,
msg_shortcut3,Chat,
msg_shortcut30,Right Shortcut 1-12,
msg_shortcut31,Right Shortcut 2-1,
msg_shortcut32,Right Shortcut 2-2,
msg_shortcut33,Right Shortcut 2-3,
msg_shortcut34,Right Shortcut 2-4,
msg_shortcut35,Right Shortcut 2-5,
msg_shortcut36,Right Shortcut 2-6,
msg_shortcut37,Right Shortcut 2-7,
msg_shortcut38,Right Shortcut 2-8,
msg_shortcut39,Right Shortcut 2-9,
msg_shortcut4,Open/Close Input Box,
msg_shortcut40,Right Shortcut 2-10,
msg_shortcut41,Right Shortcut 2-11,
msg_shortcut42,Right Shortcut 2-12,
msg_shortcut43,Lower Left Shortcut 1,
msg_shortcut44,Lower Left Shortcut 2,
msg_shortcut45,Lower Left Shortcut 3,
msg_shortcut46,Lower Left Shortcut 4,
msg_shortcut47,Lower Left Shortcut 5,
msg_shortcut48,Lower Left Shortcut 6,
msg_shortcut49,Lower Left Shortcut 7,
msg_shortcut5,Action ,
msg_shortcut50,Lower Left Shortcut 8,
msg_shortcut51,Lower Left Shortcut 9,
msg_shortcut52,Lower Left Shortcut 10,
msg_shortcut53,Lower Left Shortcut 11,
msg_shortcut54,Lower Left Shortcut 12,
msg_shortcut55,Lower Right Shortcut 1,
msg_shortcut56,Lower Right Shortcut 2,
msg_shortcut57,Lower Right Shortcut 3,
msg_shortcut58,Lower Right Shortcut 4,
msg_shortcut59,Lower Right Shortcut 5,
msg_shortcut6,Main Hotkey 1,
msg_shortcut60,Lower Right Shortcut 6,
msg_shortcut61,Lower Right Shortcut 7,
msg_shortcut62,Lower Right Shortcut 8,
msg_shortcut63,Lower Right Shortcut 9,
msg_shortcut64,Lower Right Shortcut 10,
msg_shortcut65,Lower Right Shortcut 11,
msg_shortcut66,Lower Right Shortcut 12,
msg_shortcut67,Select Target ,
msg_shortcut68,Shift to Next Target,
msg_shortcut69,Select Yourself,
msg_shortcut7,Main Hotkey 2,
msg_shortcut70,Interface Control Panel,
msg_shortcut71,Open/Close Item Interface,
msg_shortcut72,Open/Close Character Interface,
msg_shortcut73,Open/Close Skills Interface,
msg_shortcut74,Open/Close Map Interface,
msg_shortcut75,Open/Close Quest Interface,
msg_shortcut76,Open/Close System Interface,
msg_shortcut77,Open/Close Community Interface,
msg_shortcut78,View ,
msg_shortcut79,Camera Turn Left,
msg_shortcut8,Main Hotkey 3,
msg_shortcut80,Camera Turn Right,
msg_shortcut81,Camera Zoom In,
msg_shortcut82,Camera Zoom Out,
msg_shortcut83,Other Buttons,
msg_shortcut84,Screen Shots,
msg_shortcut85,Follow,
msg_shortcut86,Ranking List,
msg_shortcut87,Master & Prentice,
msg_shortcut88,Main Hotkey 1 to yourself,
msg_shortcut89,Main Hotkey 2 to yourself,
msg_shortcut9,Main Hotkey 4,
msg_shortcut90,Main Hotkey 3 to yourself,
msg_shortcut91,Main Hotkey 4 to yourself,
msg_shortcut92,Main Hotkey 5 to yourself,
msg_shortcut93,Main Hotkey 6 to yourself,
msg_shortcut94,Main Hotkey 7 to yourself,
msg_shortcut95,Main Hotkey 8 to yourself,
msg_shortcut96,Main Hotkey 9 to yourself,
msg_shortcut97,Main Hotkey 0 to yourself,
msg_shortcut98,Only Show NPC,
MSG_SKILL_POINTS,%d point: %s,
MSG_SKILL_TYPE,%s skills,
MSG_SKILLLEV_GE,Skills need reach level %d.,
msg_small_pet_attr,"Attribution Assign: points available [%d], assigned: Strength [%d]  Dexterity [%d] Intelligence [%d] Vitality [%d]",
msg_small_pet_effect,Additional Skill: ,
msg_small_pet_effect_none,None,
msg_small_pet_lev,Level: ,
MSG_SMITHING,Combine,
MSG_SMITHING_ERROR1,No item need to enhance found in your item box.,
MSG_SMITHING_ERROR2,No combine gems found in the item box.,
MSG_SMITHING_ERROR3,This item reaches its maximum combine level.,
MSG_SMITHING_ERROR4,This item can't be combined.,
MSG_SMITHING_ERROR5,Item not matched with combine gem.,
MSG_SMITHING_ERROR6,You must place Talisman or defense gear first.,
MSG_SMITHING_ERROR7,You must place combine gem.,
MSG_SMITHING_FAIL,Combine Failed,
MSG_SMITHING_HINT,"Place the Talisman or defense gear to the center, place the combine gem to the upside.",
MSG_SMITHING_HINT_GEM,Combine Gem,
MSG_SMITHING_HINT_ITEM,Talisman or Defense Gear,
MSG_SMITHING_HINT_LUCK,Fortune Item,
MSG_SMITHING_SUCCESS,Combine Succeed,
msg_snapshot_success,Take screenshot succeed.,
msg_stall1,Please input your stall name.,
msg_stall10,%d-%d-%d %d:%d,
msg_stall11,"Unknown error, trade failed. ",
msg_stall12,This character is not in stall status.,
msg_stall13,You don't have enough money.,
msg_stall14,You don't have enough space in your item box.,
msg_stall15,The minimum level request to set stall is level %d.,
msg_stall16,"Invalid, the gold amount you inputted exceeded the maximum amount.",
msg_stall17,You are dead.  You can't set stall.,
msg_stall18,You can't set stall here.,
msg_stall19,"You totally sold %d item(s), earned %s gold %s silver %s copper. ",
msg_stall2,%s's Stall,
msg_stall20,[%s] say: %s,
msg_stall21,Please input your message.,
msg_stall22,"You are in the black list of the stall owner, you can't leave message.",
msg_stall23,Your stall has new message.,
msg_stall24,Some items just have been sold from your stall.,
msg_stall25,"You are in stall status. You can't do this operation.  If you want to do it, please cancel your stall first.",
msg_stall26,Start Stall,
msg_stall27,Cancel Stall,
msg_stall28,There are not enough amount of items for you to purchase.,
msg_stall29,"You will buy %d item(s), which will cost you %s gold %s silver %s copper.",
msg_stall3,Check Stall,
msg_stall4,It will cost you %s gold %s silver %s copper to buy %s. ,
msg_stall5,"The item you want to buy does not exist, or the price has been changed.",
msg_stall6,Either seller or buyer is in cannot use game item status.,
msg_stall7,"Too far to the stall owner, you can't trade.",
msg_stall8,You spent %u gold %u silver %u copper on %s's %s. ,
msg_stall9,"At your stall, %s spent %u gold %u silver %u copper on %s. ",
msg_str,Strength,
MSG_STUDY_LIFESKILL,Learn Living Skills,
msg_table_wrong_flag1,"Dear, you made a mistake in filling the table.",
msg_table_wrong_flag2, [,
msg_table_wrong_flag3,] not recognized!,
msg_talent_can_not,Target must be Talisman.,
msg_talent_clear_fail,Talisman inherence resetting failed.,
msg_talent_clear_success,Talisman resetting success.,
msg_talent_clear_sure,Are you sure to reset inherence of [%s] ?,
msg_talent_notalents,This Talisman doesn't up level any inherence.,
MSG_TARGET_NOT_NPC,Target can't be a NPC.,
MSG_TARGET_NPC,Target must be a NPC.,
MSG_TARGET_PET,Target must be a pet.,
MSG_TARGET_PET1,Target can't be a pet.,
MSG_TARGET_USER,Target must be a game character.,
MSG_TARGET_USER1,Target can't be a game character.,
MSG_TARGET_YOUR_PET,Target must be your pet.,
MSG_TARGET_YOUR_PET1,Target can't be your pet.,
msg_task_abort_task,Quest abort,
msg_task_accept_check_fail,You are not qualified to accept the quest.,
msg_task_accept_full,"Operation failed, you can accept maximum %d quests.",
msg_task_accept_task,"You've just got a new quest!  Press ""T"" to open Quest List to check, and auto-path can be applied to most of quests.",
msg_task_can_accept_day_list,Daily Quests,
msg_task_can_accept_list,Current Suitable Quests,
msg_task_dif_1, (elite),
msg_task_dif_2, (myth),
msg_task_dif_3, (scenario),
msg_task_dlg_bt_accept,Accept,
msg_task_dlg_bt_close,Close,
msg_task_dlg_bt_finish,Accomplish,
msg_task_finish_coor,Quest Notify Spot,
msg_task_finish_task,Quest accomplished,
msg_task_finished, (done),
msg_task_req_kill,Kill ,
msg_task_req_time,Time,
msg_task_req_time_left,Time Left,
msg_task_req_time_out,Quest time expired.,
msg_task_title_can_accept,Quests could be accepted,
msg_task_title_can_finish,Quests could be finished,
msg_task_title_desc,Quest Description,
msg_task_title_doing,Quests in processing,
msg_task_title_req,Quest Requirements,
msg_task_title_reward,Quest Reward,
msg_task_title_reward_sel,Optional Reward,
msg_task_title_talk,Quest Dialogue,
msg_task_warn_abort,Are you sure you want to quit the quest?,
msg_task_warn_select,Please select your quest reward.,
msg_tb_already_inteam,You can't submit your request while you are in a team already.,
msg_tb_enter_chat,The Call On Tool is opened.,
msg_tb_leave_chat,"The Call On Tool is closed, the information you published is still valid.",
msg_tb_name,Call On ,
msg_tb_not_in_chat,The Call On Tool is closed.  You can't speak.,
msg_tb_nouser,Please select a player.,
msg_tb_select_type,Please select team conditions.,
msg_tb_type_fb,Scenario,
msg_tb_type_task,Quest,
msg_tbtxt_search,Searching...,
msg_tbtxt_search_result,Found %d player(s).,
MSG_TEAM_ALREADY_APPLY_THAT_TEAM,You applied to join the team.,
MSG_TEAM_ALREADY_APPLY_WAIT_PLEASE,"Application confirmed, please wait for the reply.",
MSG_TEAM_ALREADY_IN_TEAM,"You are in a team already, You can't create a new team.",
MSG_TEAM_APPLY_SIZE_OVERFLOW,Too many applications to join the team. You can't apply now.,
msg_team_baihua_party,Fairy,
MSG_TEAM_BANISH_OTHER,[%s] was expelled from team. ,
msg_team_can_not_see_member,"[%s] not in the team, can't check his status.",
msg_team_captain_change_pick_mode,Team leader changed pick up mode.,
msg_team_captain_leave_other_is_captain,"Team leader [%s] left, [%s] became new team leader.",
MSG_TEAM_CAPTAIN_LEAVE_TEAM_DISMISS,"Team leader leave the team, team dismissed.",
msg_team_captain_leave_your_is_captain,"Team leader [%s] left, you are assigned as new team leader.",
msg_team_captain_offline_other_is_captain,"Team leader [%s] is offline, [%s] became new team leader.",
msg_team_captain_offline_your_is_captain,"Team leader [%s] is offline, you are assigned as new team leader.",
MSG_TEAM_CREATE_NEW_TEAM,You created a new team.,
MSG_TEAM_DISMISS,Team Dismissed.,
msg_team_elevate_other,[%s] was assigned as team leader.,
msg_team_emei_party,Wizard,
msg_team_faction,#r Guild: ,
msg_team_fomen_party,Monk,
msg_team_info_none,None,
msg_team_invite_you_add_team_info,"[%s] invite you to join the team, do you agree?",
msg_team_level_info,#r Level: ,
msg_team_man,Male,
msg_team_member_all_offline_team_dismiss,"No team member is online, team dismissed.",
msg_team_member_lack_team_dismiss,"Not enough team members, team dismissed.",
msg_team_no_captain_can_not_instate_new_captain,"You are not team leader, you can't assign new team leader.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_AGREE_OTHER,"Not team leader, can not permit other players join.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_BANISH_OTHER,"You are not team leader, you can't expel team member.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_CHANGE_ATTRIB,"Not team leader, no right to change [%s]!",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_DISMISS,"You are not team leader, you can't dismiss the team.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_REFUSE_OTHER,"Not team leader, can't reject others' join.",
MSG_TEAM_NOT_TEAM,Currently you have no team.,
MSG_TEAM_NOT_THAT_PLAYER,Can't find this player in the team.,
msg_team_only_captain_can_invite,Only team leader can invite to join team.,
msg_team_other_accept_your_invite,"[%s] accepted your invitation, joined team.",
msg_team_other_already_have_team,"This player is in other team already, he can't accept your invitation.",
msg_team_other_already_joined_other_team,"This player is in other team already, can't accept your invitation.",
msg_team_other_elevate_your,You were assigned as team leader by [%s].,
msg_team_other_invite_you_offline,The player who sent you the invitation is offline.,
MSG_TEAM_OTHER_JOIN_IN_TEAM,[%s] joined team.,
MSG_TEAM_OTHER_LEAVE,[%s] leave the team.,
msg_team_other_look_you,[%s] take a look at you,
msg_team_other_not_member_can_not_elevate,"This player is not in the team, can't be assigned as team leader.",
msg_team_other_offline_can_not_elevate,"This player is offline, can't be assigned as team leader.",
msg_team_other_refuse_your_invite,[%s] rejected your invitation.,
msg_team_party_info,#r Profession: ,
msg_team_qingcheng_party,Assassin,
msg_team_sex_info,#r Gender: ,
msg_team_someone_offline,[%s] is offline.,
msg_team_someone_online,[%s] is online.,
msg_team_team_full_other_can_not_joined,"Your team is full, this player can't join.",
msg_team_team_full_you_can_not_agree_invite,"This team is full,  you can't accept invitation.",
MSG_TEAM_TEAM_OVERFLOW,"Maximum team members exceeded,  no new players allow to join.",
MSG_TEAM_TEAM_OVERFLOW_CAN_NOT_JOIN,"This team is full, You can't join.",
MSG_TEAM_THAT_PLAYER_NOT_TEAM,This player has no team.,
MSG_TEAM_THAT_PROPOSER_ALREADY_IN_OTHER_TEAM,This player joined other team already.,
MSG_TEAM_THAT_PROPOSER_IN_TEAM,This player is in the team already.,
MSG_TEAM_THAT_PROPOSER_NOT_IN_PROPOSER_LIST,Can't find this player in the application list.,
msg_team_this_user_already_your_member,"This player is in your team already, please don't invite again.",
msg_team_this_user_offline_can_not_see_info,"This player is offline, you can't check his details.",
msg_team_user_offline_can_not_elevate,"[%s] not in the team, can't be promoted to be team leader.",
msg_team_women,Female,
msg_team_xianqin_party,Tamer,
msg_team_you_agree_yourself_invite,You can't agree with your own invitation.,
msg_team_you_already_captain,You are team leader now.,
MSG_TEAM_YOU_ALREADY_HAVE_TEAM_CAN_NOT_JOIN_OTHER,"You are in a team already, You can't join other teams.",
msg_team_you_already_have_team_can_not_joined_more,"You are in team already, you can't join other team now.",
msg_team_you_already_in_this_team,You are in the team already.,
msg_team_you_already_invite_waitting_for,"Your invitation sent out, please wait for the reply.",
MSG_TEAM_YOU_BANISH_BY_CAPTAIN,Expelled from team by team leader.,
MSG_TEAM_YOU_CAN_NOT_JOIN_TEAM_OVERFLOW,"[%s] team is full, can't join.",
msg_team_you_elevate_other,You assigned [%s] as team leader.  ,
msg_team_you_invite_user_already_your_member,The player you invited is in your team already.,
msg_team_you_invite_yourself,Please do not invite yourself.,
msg_team_you_is_not_captain_can_not_change_pick_mode,"Not team leader, can't change pick up mode.",
MSG_TEAM_YOU_JOIN_IN_TEAM,You joined [%s] team.,
MSG_TEAM_YOU_LEAVE,You leave the team.,
MSG_TEAM_YOU_REFUSE_BY_CAPTAIN,You were rejected to join [%s] team.,
MSG_TEAM_YOU_REFUSE_OTHER,You rejected to join [%s] team.,
msg_team_your_change_pick_mode,You changed pick up mode.,
msg_teleport_error1,Can't be used in scenario.,
msg_telpos_error1,You can't teleport while in battle status.,
msg_telpos_error2,You can't use it while in war area.,
msg_telpos_error3,You can't use it while in the scenario.,
msg_telpos_error4,"Target location is too close, only need walk for two steps.",
MSG_TIMELIMIT,Expired: %d-%d-%d %2d:%2d,
msg_trade_affirm,"[%s] wants trade with you, do you agree?",
msg_trade_far_you_can_not_trade,"You are too far from [%s], you can't trade.",
msg_trade_invite,"You want to trade with [%s], please wait for the reply.",
msg_trade_item_can_not_trade,This item can't be traded.,
msg_trade_no_money,Not enough money.,
msg_trade_no_point,You don't have enough T-Points.,
msg_trade_other_agree_trade,[%s] agrees to trade with you.,
msg_trade_other_already_in_trade,"[%s] is trading with others, please try later.",
msg_trade_other_cancel_trade,[%s] cancelled the trade.,
msg_trade_other_confirm,The player agrees to trade.,
msg_trade_other_invite_you_already_offline,The player invite you to trade is offline now.,
msg_trade_other_label,[%s] trading column,
msg_trade_other_lock,The player has clicked the lock button.,
msg_trade_other_offline_trade_cancel,"[%s] offline, trading cancelled.",
msg_trade_other_refuse_you_trade,[%s] reject to trade with you.,
msg_trade_other_unlock,The player unlocked the trading item.,
msg_trade_self_label,[%s] trading column,
msg_trade_trade,Trade,
msg_trade_trade_fail,Trading failed.,
msg_trade_trade_succeed,Trading succeed.,
msg_trade_you_agree_trade,You agree to trade with [%s].,
msg_trade_you_already_trade,"You are in trading , you can't trade with two players in same time.",
msg_trade_you_cancel_trade,You cancelled the trade.,
msg_trade_you_invite_user_already_offline,The player you invite to trade is offline.,
MSG_TRAFFIC,Transport to ,
MSG_TRUMP_DMGLEV_HINT,(Damage Level: %d),
MSG_TRUMP_NEED_LEV,[%s] required level %d,
MSG_TRUMP_UPDATE_BEGIN,Start enhancing Talisman.,
MSG_TRUMP_UPDATE_END,Enhancing Talisman finished.,
MSG_TRUMP_UPDATE_ERR1,"Your Talisman has reached its max enhancing level, so it cannot be enhanced any more.  You should try to get a new advanced Talisman of the same kind, then you can merge it with the old one to start superior enhancing.",
MSG_TRUMP_UPDATE_ERR2,You have no ability to enhancing this Talisman.,
MSG_TRUMP_UPDATE_ERR3,"Not enough Energy or money, enhancing finished.",
MSG_TRUMP_VALID_LEV,Current effective level: %d.,
MSG_TRUMPLEV_GE,Talisman need reach level %d. ,
MSG_ULTRA_DMG,Extra damage: basic damage x %d%%,
msg_ultrabank_limit_1,Not expired yet.,
msg_ultrabank_limit_2,Expired,
msg_ultrabank_new,Add new lucky bag.,
MSG_UPDATE_ERROR1,Unequip the item from your body first.,
MSG_USE_BACK,Must attack behind the target.,
MSG_USE_ERROR_OTHER,You are in another action.,
MSG_USE_FRONT,Must attack in the front of the target.,
msg_user_dead,Player is dead.,
msg_user_offline,%s offline.,
MSG_USESKILL_ERROR1,You can't cast magic while in using item.,
MSG_USESKILL_ERROR2,Skills are not ready,
MSG_USESKILL_ERROR3,Your Talisman level is too low to active this skill.,
MSG_USESKILL_ERROR4,You can't cast magic in current state.,
MSG_USESKILL_ERROR5,Not enough stamina.,
MSG_USESKILL_ERROR6,Not enough mana.,
MSG_USESKILL_ERROR7,You don't have this skill.,
MSG_USESKILL_ERROR8,Invalid target.,
MSG_USESKILL_ERROR9,Target is out of range.,
MSG_USESKILL_LEVDELTA,Target level not matched.,
msg_waitfor_roll,Dice to judge the item belongs to whom.,
msg_war_cancel_reg_ask,Are you sure to cancel the registration?,
msg_war_cancelreg_notexist,You have not registered.,
msg_war_change_time_late,"Modification time over, the due time is 24 hours before War start.",
msg_war_close,War function not open yet.,
msg_war_const_date,date,
msg_war_const_hour,hour,
