number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,
664,火烧贼穴,15,29,0,1,,,,1,27,99,all,,AddItem(4543),,,"RemoveItem(4543,1)","RemoveItem(4543,1)",0,0,0,0,0,0,0,0,0,,,,4543,1,20 ,AddExp(4000);AddNimbus(2000);AddMoney(1200),,,,,,
665,传讯朱文,15,30,0,1,,,,1,28,99,all,,AddItem(4541),,,,,0,0,0,4541,1,0,0,0,0,,,,0,99,10 ,AddExp(2050);AddNimbus(1025);AddMoney(630),,,,,,
701,探索林荫道,25,1,0,1,0,,,1,1,99,xq,,,GetItemSpace >= 1,,,,0,0,0,3401,5,3412;3413,3401;3401,0.5;0.5,5;5,,0,,0,99,10 ,AddExp(600);AddNimbus(300);AddMoney(180),"AddItem (200,1)",,,,1,
702,采集药草,25,2,0,1,0,,,1,2,99,xq,,,,,,,0,0,0,3402,5,3420,3402,1,5,,0,,0,99,15 ,AddExp(975);AddNimbus(488);AddMoney(315),,,,,1,
703,驱逐异化狼人,25,3,0,1,0,,,1,3,99,xq,CheckTaskFinished(701),,GetItemSpace >= 1,,,,0,3415,10,0,0,0,0,0,0,,0,,0,99,10 ,AddExp(700);AddNimbus(350);AddMoney(210),"AddItemEx(679,0,1,1)",,,,1,
704,丑仙人的爱心,25,3,0,1,0,,,1,3,99,xq,"CheckTaskFinished(702)
GetTaskItemSpace >= 1",AddItem(3403),,,"RemoveItem(3403,1)","RemoveItem(3403,1)",0,0,0,3403,1,0,0,0,0,,0,,0,99,5 ,AddExp(350);AddNimbus(175);AddMoney(105),,,,,1,
705,探望老白,25,3,0,1,0,,,1,3,99,xq,"CheckTaskFinished(704)
GetTaskItemSpace >= 1",AddItem(3403),,,"RemoveItem(3403,1)","RemoveItem(3403,1)",0,0,0,3403,1,0,0,0,0,,0,,0,99,5 ,AddExp(350);AddNimbus(175);AddMoney(105),,,,,1,
706,清除魂魄,25,4,0,1,0,,,1,4,99,xq,,,GetItemSpace >= 1,,,,0,3416;3417,6;6,0,0,0,0,0,0,,0,,0,99,12 ,AddExp(900);AddNimbus(450);AddMoney(288),"AddItemEx(661,0,1,1)",,,,1,
707,老白的回复,25,4,0,1,0,,,1,4,99,xq,CheckTaskFinished(706),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,5 ,AddExp(375);AddNimbus(188);AddMoney(120),,,,,1,
708,林荫道的棋盘,25,4,0,1,0,,,1,4,99,xq,CheckTaskFinished(707),,,,,,0,0,0,3404,4,3418,3404,0.5,4,,0,,0,99,8 ,AddExp(600);AddNimbus(300);AddMoney(192),,,,,1,
709,驯兽试炼,25,5,0,1,0,,,0,5,99,xq,GetTaskItemSpace >= 2,AddItem(420),GetItemSpace >= 2,,"RemoveItem(420,1)","RemoveItem(420,1)",0,0,0,0,0,0,0,0,0,3,3411,1,0,99,30 ,AddExp(2400);AddNimbus(1200);AddMoney(720),"AddItemEx(648,0,202,1)
AddItem (801,1)",,,,1,
710,光大仙禽,25,5,0,1,0,,,1,5,99,xq,"CheckTaskFinished(709)
GetTaskItemSpace >= 1",AddItem(206),,,"RemoveItem(206,1)","RemoveItem(206,1)",0,0,0,206,1,0,0,0,0,,0,,0,99,10 ,AddExp(800);AddNimbus(400);AddMoney(240),,,,,1,
711,圣诞快乐大礼包,15,10,0,1,0,,,0,10,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,,"AddItemEx(4221,0,0,1)",,,,,
712,圣诞快乐大礼包,15,35,0,1,0,,,0,35,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,,"AddItemEx(4222,0,0,1)",,,,,
713,圣诞快乐大礼包,15,35,0,1,0,,,0,35,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,,"AddItemEx(4239,0,0,1)",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,询问李宁,11,20,1,1,0,,,1,20,99,all,GetTaskItemSpace >= 1,AddItem(4033),,,"RemoveItem(4033,1)","RemoveItem(4033,1)",0,3125;3127,15;15,0,0,0,0,0,0,,0,,0,99,24 ,AddExp(3720);AddNimbus(1860);AddMoney(1152),,,,,0,
802,百花弟子,11,21,1,1,0,,,1,20,99,all,"CheckTaskFinished(801)
GetTaskItemSpace >= 1",AddItem(4040),,,"RemoveItem(4040,1)","RemoveItem(4040,1)",0,3319;3323;,1;1,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(6400);AddNimbus(3200);AddMoney(1920),,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,飞鸽急书,13,22,0,1,0,,,1,20,99,all,"CheckTaskFinished(803)
GetTaskItemSpace >= 1",AddItem(4044),,,"RemoveItem(4044,1)","RemoveItem(4044,1)",0,0,0,0,0,0,0,0,0,,0,,0,99,20 ,AddExp(3300);AddNimbus(1650);AddMoney(1020),,,,,0,
805,护送金蝉,13,22,1,1,0,,,1,20,99,all,CheckTaskFinished(804),,,,,,0,0,0,0,0,0,0,0,0,2,4695,1,0,99,45 ,AddExp(7425);AddNimbus(3712);AddMoney(2295),,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,李宁口谕,13,20,1,1,0,,,1,20,99,all,CheckTaskFinished(800),,,,,,,0,0,0,0,0,0,0,0,,0,,0,99,10 ,AddExp(1550);AddNimbus(775);AddMoney(480),,,,,0,
810,伏虎口谕,13,20,1,1,0,,,1,20,99,all,CheckTaskFinished(801),,,,,,,0,0,0,0,0,0,0,0,,0,,0,99,10 ,AddExp(1550);AddNimbus(775);AddMoney(480),,,,,0,
811,"恭喜发财,红包拿来!",15,10,0,1,,,,0,10,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,,"AddItemEx(3890,0,0,1)",,,,1,
812,"年兽出没,新年出击!",15,1,0,1,,,1,1,1,99,all,,,,,,,,4640,1,0,0,0,0,0,0,,0,,0,99,,AddExp(16888);AddNimbus(16888);AddMoney(10608),,,,,1,
813,新手欢庆新年任务,15,20,0,1,,,,1,20,99,all,,,GetItemSpace >= 1,,,,,32;122;69;38,1;1;1;1,0,0,0,0,0,0,,0,,0,99,,AddExp(2888);AddNimbus(2888),"AddItemEx(3890,0,0,1)",,,,1,
814,高手欢庆新年任务,15,30,0,1,,,,1,30,99,all,,,GetItemSpace >= 1,,,,,197;198;302;309,1;1;1;1,0,0,0,0,0,0,,0,,0,99,,AddExp(5888);AddNimbus(5888),"AddItemEx(3890,0,0,1)",,,,1,
815,高手之高高手欢庆新年任务,15,40,0,1,,,,1,40,99,all,,,GetItemSpace >= 1,,,,,4397;4405;4404;4410,1;1;1;1,0,0,0,0,0,0,,0,,0,99,,AddExp(8888);AddNimbus(8888),"AddItemEx(3891,0,0,1)",,,,1,
816,问候前辈,15,25,0,1,,,,1,25,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,AddExp(9999);AddNimbus(18999);,"AddItemEx(3891,0,0,1)",,,,1,
829,改头换面,15,10,0,1,,,,1,10,99,all,,,GetItemSpace >= 1,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,,,"AddItemEx(4534,0,0,1)",,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,剿灭追兵,28,41,0,1,0,,,1,39,99,all,,,,,,,0,4312,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10400);AddNimbus(5200);AddMoney(3120),,,,,0,
1152,寻找金蝉,28,41,0,1,0,,,1,39,99,all,CheckTaskFinished(1153),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(3900);AddNimbus(1950);AddMoney(1170),,,,,0,
1153,罪恶的爪子,28,41,0,1,0,,,1,39,99,all,"CheckTaskFinished(1151)
GetTaskItemSpace >= 1",,,,,,0,0,0,3412,20,4312,3412,0.5,20,,0,,0,99,40 ,AddExp(10400);AddNimbus(5200);AddMoney(3120),,,,,0,
1154,清山行动,28,41,0,1,0,,,1,39,99,all,,,,,,,0,4311,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10400);AddNimbus(5200);AddMoney(3120),,,,,0,
1155,雪人的反击,28,41,0,1,0,,,1,39,99,all,CheckTaskFinished(1154),,,,,,0,4304,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10400);AddNimbus(5200);AddMoney(3120),,,,,0,
1156,雪人的反击（后续）,28,42,0,1,0,,,1,40,99,all,CheckTaskFinished(1155),,,,,,0,4305,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10600);AddNimbus(5300);AddMoney(3240),,,,,0,
1157,清山行动（后续）,28,42,0,1,0,,,1,40,99,all,,,GetItemSpace >=1,,,,0,4313,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10600);AddNimbus(5300);AddMoney(3240),,,,"em;AddItemEx(262,0,1,1)
fm;AddItemEx(271,0,1,1)
bh;AddItemEx(280,0,1,1)
qc;AddItemEx(605,0,1,1)
xq;AddItemEx(683,0,1,1)",0,
1158,收集魔典,28,42,11,1,0,,,1,40,99,all,,,,,,,0,0,0,3413;3414;3415;3416,1;1;1;1,4323;4324;4325;4326,3413;3414;3415;3416,1;1;1;1,1;1;1;1;,,0,,0,99,60 ,AddExp(15900);AddNimbus(7950);AddMoney(4860),,,,,0,
1159,收集雪人皮毛,28,42,0,1,0,,,1,40,99,all,CheckTaskFinished(1156),,,,,,0,0,0,3417,20,4305,3417,0.5,20,,0,,0,99,40 ,AddExp(10600);AddNimbus(5300);AddMoney(3240),,,,,0,
1160,寻找七星真人,28,42,0,1,0,,,1,40,99,all,CheckTaskFinished(1157),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(3975);AddNimbus(1988);AddMoney(1215),,,,,0,
1161,采集温泉水,28,43,0,1,0,,,1,41,99,all,,,,,,,0,0,0,3418,20,4317,3418,0.5,20,,0,,0,99,40 ,AddExp(10800);AddNimbus(5400);AddMoney(3240),,,,,0,
1162,"清山行动
（后续2）",28,43,0,1,0,,,1,41,99,all,,,GetItemSpace >=1,,,,0,4318,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10800);AddNimbus(5400);AddMoney(3240),,,,"em;AddItemEx(89,0,1,1)
fm;AddItemEx(116,0,1,1)
bh;AddItemEx(143,0,1,1)
qc;AddItemEx(587,0,1,1)
xq;AddItemEx(665,0,1,1)",0,
1163,魔化雪怪的侵袭,28,43,0,1,0,,,1,41,99,all,,,,,,,0,4306,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(10800);AddNimbus(5400);AddMoney(3240),,,,,0,
1164,神效止血草,28,43,0,1,0,,,1,41,99,all,CheckTaskFinished(1163),,,,,,0,0,0,3419,20,4306,3419,0.5,20,,0,,0,99,40 ,AddExp(10800);AddNimbus(5400);AddMoney(3240),,,,,0,
1165,寻找魏青,28,43,0,1,0,,,1,41,99,all,CheckTaskFinished(1162),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4050);AddNimbus(2025);AddMoney(1215),,,,,0,
1166,"清山行动
（后续3）",28,44,0,1,0,,,1,42,99,all,,,GetItemSpace >=1,,,,0,4314,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(11000);AddNimbus(5500);AddMoney(3360),,,,"em;AddItemEx(289,0,1,1)
fm;AddItemEx(298,0,1,1)
bh;AddItemEx(307,0,1,1)
qc;AddItemEx(614,0,1,1)
xq;AddItemEx(692,0,1,1)",0,
1167,魔幻银针,28,44,0,1,0,,,1,42,99,all,CheckTaskFinished(1166),,,,,,0,0,0,3421,20,4314,3421,0.5,20,,0,,0,99,40 ,AddExp(11000);AddNimbus(5500);AddMoney(3360),,,,,0,
1168,深寒之魂,28,44,0,1,0,,,1,42,99,all,,,,,,,0,4301,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(11000);AddNimbus(5500);AddMoney(3360),,,,,0,
1169,寻找乐三官,28,44,0,1,0,,,1,42,99,all,CheckTaskFinished(1168),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4125);AddNimbus(2062);AddMoney(1260),,,,,0,
1170,"清山行动
（后续4）",28,45,0,1,0,,,1,43,99,all,,,GetItemSpace >=1,,,,0,4315,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(11200);AddNimbus(5600);AddMoney(3360),,,,"em;AddItemEx(98,0,1,1)
fm;AddItemEx(125,0,1,1)
bh;AddItemEx(152,0,1,1)
qc;AddItemEx(596,0,1,1)
xq;AddItemEx(674,0,1,1)",0,
1171,铲除余孽,28,45,0,1,0,,,1,43,99,all,,,,,,,0,4302,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(11200);AddNimbus(5600);AddMoney(3360),,,,,0,
1172,激战雪峰亭,28,45,0,1,0,,,1,43,99,all,,,,,,,0,4316,40,0,0,0,0,0,0,,0,,0,99,40 ,AddExp(11200);AddNimbus(5600);AddMoney(3360),,,,,0,
1173,古墓遗愿,28,42,11,1,0,,,1,40,99,all,,,,,,,0,4308;4309,15;15,3424,1,4324,3424,1,1,,0,,0,99,60 ,AddExp(15900);AddNimbus(7950);AddMoney(4860),,,,,0,
1174,冰坚战士的灵魂,28,43,11,1,0,,,1,41,99,all,,,,,,,0,4326,1,3420,20,4307,3420,0.5,20,,0,,0,99,70 ,AddExp(18900);AddNimbus(9450);AddMoney(5670),,,,,0,
1175,调查魔幻之迷,28,45,11,1,0,,,1,43,99,all,,,,,,,0,4303;4310,15;15,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(22400);AddNimbus(11200);AddMoney(6720),,,,,0,
1176,魔宫的覆灭,28,45,11,1,0,,,1,43,99,all,,,,,,,0,4321;4322,15;15,3422,1,4323,3422,1,1,,0,,0,99,90 ,AddExp(25200);AddNimbus(12600);AddMoney(7560),,,,,0,
1177,魔宫生物,28,45,11,1,0,,,1,43,99,all,,,,,,,0,4319;4320,15;15,3423,1,4325,3423,1,1,,0,,0,99,80 ,AddExp(22400);AddNimbus(11200);AddMoney(6720),,,,,0,
1178,铲除魔爪,28,42,0,1,0,,,1,40,99,all,,,,,,,0,4311;4313;4304;4305,30;30;30;30,0,0,0,0,0,0,,0,,0,99,120 ,AddExp(31800);AddNimbus(15900);AddMoney(9720),,,,,0,
1179,清剿群魔(重复),28,44,0,0,0,2,,1,40,99,all,,,,,,,0,4311;4312;4313;,10;10;10;,0,0,0,0,0,0,,0,,0,99,30 ,"AddCredit(28,300);AddExp(1650);AddNimbus(275)",,,,,0,
1180,魔宫围剿行动(重复),28,45,11,1,0,3,,1,45,99,all,,,,,,,0,4303;4308;4309;4310;4319;4320;,10;10;10;10;10;10;,0,0,0,0,0,0,,0,,0,99,60 ,"AddCredit(28,600);AddExp(3360);AddNimbus(560)",,,,,0,
1181,寻找李英琼,29,45,0,1,,,,1,44,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4200);AddNimbus(2100);AddMoney(1260),,,,,0,
1182,梅花香酒,29,45,0,1,,,,1,44,99,all,,,,,,,0,0,0,3425,20,4388,3425,0.5,20,,0,,0,99,40 ,AddExp(11200);AddNimbus(5600);AddMoney(3360),,,,,0,
1183,马熊村民的口信,29,45,0,1,,,,1,44,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4200);AddNimbus(2100);AddMoney(1260),,,,,0,
1184,调查赵神殿前广场,29,45,0,1,,,,1,44,99,all,,,,,,,0,4388,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(12600);AddNimbus(6300);AddMoney(3780),,,,,0,
1185,赵神殿中的秘密,29,45,0,1,,,,1,44,99,all,CheckTaskFinished(1184),,,,,,0,4389,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(12600);AddNimbus(6300);AddMoney(3780),,,,,0,
1186,受到惊吓的马熊村民,29,46,0,1,,,,1,44,99,all,CheckTaskFinished(1185),,,,,,0,0,0,3426;3428;3427;,10;10;10,4387;4389;4391,3426;3428;3427;,0.5;0.50;0.5,10;10;10,,0,,0,99,60 ,AddExp(17100);AddNimbus(8550);AddMoney(5220),,,,,0,
1187,解除封印,29,46,0,1,,,,1,44,99,all,CheckTaskFinished(1186),"AddItem(3452,1)",GetItemSpace >= 1,,,,0,0,0,3452,1,0,0,0,0,,0,,0,99,30 ,AddExp(8550);AddNimbus(4275);AddMoney(2610),,,,,0,
1188,护送马熊村民,29,46,0,1,,,,1,44,99,all,CheckTaskFinished(1187),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(14250);AddNimbus(7125);AddMoney(4350),,,,,0,
1189,斩杀坏马熊,29,46,0,1,,,,1,44,99,all,,,,,,,0,4393;4394;,40;40,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(22800);AddNimbus(11400);AddMoney(6960),,,,,0,
1190,斩杀马熊护卫,29,46,0,1,,,,1,44,99,all,CheckTaskFinished(1189),,,,,,0,4395;4396;,40;40,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(22800);AddNimbus(11400);AddMoney(6960),,,,,0,
1191,通缉失魂马熊统领,29,46,1,1,,,,1,44,99,all,,,GetItemSpace >= 1,,,,0,4397,1,0,0,0,0,0,0,,0,,0,99,30 ,AddExp(8550);AddNimbus(4275);AddMoney(2610),,,,"em;AddItemEx(316,0,1,1)
fm;AddItemEx(325,0,1,1)
bh;AddItemEx(334,0,1,1)
qc;AddItemEx(623,0,1,1)
xq;AddItemEx(701,0,1,1)",0,
1192,调查山魈势力,29,47,0,1,,,,1,45,99,all,,,,,,,0,4398,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13050);AddNimbus(6525);AddMoney(3915),,,,,0,
1193,收集绿色土壤,29,47,0,1,,,,1,45,99,all,,,,,,,0,0,0,3453,30,4419,3453,1,30,,0,,0,99,30 ,AddExp(8700);AddNimbus(4350);AddMoney(2610),,,,,0,
1194,杀入山魈洞穴,29,47,0,1,,,,1,45,99,all,CheckTaskFinished(1192),,,,,,0,4399;4400;4401;,30;30;30,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(26100);AddNimbus(13050);AddMoney(7830),,,,,0,
1195,围剿华山派邪恶散仙,29,47,1,1,,,,1,45,99,all,CheckTaskFinished(1194),,GetItemSpace >= 1,,,,0,4404;4405,1;1,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13050);AddNimbus(6525);AddMoney(3915),,"AddItemEx(242,0,52,1)
AddItemEx(242,0,51,1)",,,0,
1196,后山的奇石,29,47,0,1,,,,1,45,99,all,,,,,,,0,4402,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13050);AddNimbus(6525);AddMoney(3915),,,,,0,
1197,奇石的秘密,29,47,0,1,,,,1,45,99,all,CheckTaskFinished(1196),,,,,,0,0,0,3429,20,4403,3429,0.5,20,,0,,0,99,40 ,AddExp(11600);AddNimbus(5800);AddMoney(3480),,,,,0,
1198,妙一夫人,29,48,0,1,,,,1,46,99,all,CheckTaskFinished(1197),"AddItem (3430,1)",,,"RemoveItem(3430,1)",,0,0,0,3430,1,0,0,0,0,,0,,0,99,15 ,AddExp(4425);AddNimbus(2212);AddMoney(1350),,,,,0,
1199,亲人的头颅,29,48,0,1,,,,1,46,99,all,,,,,,,0,0,0,3431,20,4406,3431,0.5,20,,0,,0,99,40 ,AddExp(11800);AddNimbus(5900);AddMoney(3600),,,,,0,
1200,木魃洞穴的哀嚎,29,48,0,1,,,,1,46,99,all,,,,,,,0,4406;4407;,40;40,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(23600);AddNimbus(11800);AddMoney(7200),,,,,0,
1201,清理木魃洞穴,29,48,0,1,,,,1,46,99,all,CheckTaskFinished(1200),,,,,,0,4407;4408;4409;,30;30;30,0,0,0,0,0,0,,0,,0,99,90 ,AddExp(26550);AddNimbus(13275);AddMoney(8100),,,,,0,
1202,寻求援兵,29,48,0,1,,,,1,46,99,all,CheckTaskFinished(1201),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4425);AddNimbus(2212);AddMoney(1350),,,,,0,
1203,赤尸神君,29,48,1,1,,,,1,46,99,all,"CheckTaskFinished(1202)
",,GetItemSpace >= 1,,,,0,4410,1,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13275);AddNimbus(6638);AddMoney(4050),,,,"em;AddItemEx(80,0,1,1)
fm;AddItemEx(107,0,1,1)
bh;AddItemEx(134,0,1,1)
qc;AddItemEx(578,0,1,1)
xq;AddItemEx(656,0,1,1)",0,
1204,幼年猛虎,29,48,0,1,,,,1,46,99,all,CheckTaskFinished(1198),,,,,,0,4426,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13275);AddNimbus(6638);AddMoney(4050),,,,,0,
1205,成年猛虎,29,49,0,1,,,,1,47,99,all,CheckTaskFinished(1204),,,,,,0,4427,45,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13500);AddNimbus(6750);AddMoney(4050),,,,,0,
1206,白额猛虎,29,49,0,1,,,,1,47,99,all,CheckTaskFinished(1205),,,,,,0,4428,1,0,0,0,0,0,0,,0,,0,99,45 ,AddExp(13500);AddNimbus(6750);AddMoney(4050),,,,,0,
1207,雷姑婆的嘱托,29,49,0,1,,,,1,47,99,all,,,,,,,0,0,0,3433,25,4429,3433,0.5,25,,0,,0,99,50 ,AddExp(15000);AddNimbus(7500);AddMoney(4500),,,,,0,
1208,双头火蛇,29,49,0,1,,,,1,47,99,all,CheckTaskFinished(1207),,,,,,0,4430,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15000);AddNimbus(7500);AddMoney(4500),,,,,0,
1209,鬼哄森林中的妖魔,29,49,0,1,,,,1,47,99,all,,,,,,,0,4431;4432;,40;40,0,0,0,0,0,0,,0,,0,99,80 ,AddExp(24000);AddNimbus(12000);AddMoney(7200),,,,,0,
1210,赤城子的下落,29,49,0,1,,,,1,47,99,all,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,15 ,AddExp(4500);AddNimbus(2250);AddMoney(1350),,,,,0,
1211,鬼哄之謎,29,49,0,1,,,,1,47,99,all,,,,,,,0,4433,50,0,0,0,0,0,0,,0,,0,99,50 ,AddExp(15000);AddNimbus(7500);AddMoney(4500),,,,,0,
1212,深苔蜘蛛卵,29,49,0,1,,,,1,47,99,all,,,,,,,0,0,0,3435,20,4434,3435,0.5,20,,0,,0,99,40 ,AddExp(12000);AddNimbus(6000);AddMoney(3600),,,,,0,
1213, 香脆的蜘蛛腿,29,49,0,1,,,,1,47,99,all,,,,,,,0,0,0,3436,20,4434,3436,0.5,20,,0,,0,99,40 ,AddExp(12000);AddNimbus(6000);AddMoney(3600),,,,,0,
1214,残缺神像声望,29,45,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3437,120,0,0,0,0,,0,,0,99,15 ,"AddCredit(29,150);AddExp(840);AddNimbus(140)",,,,,0,
1215,残缺神像灵力,29,45,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3437,120,0,0,0,0,,0,,0,99,120 ,AddNimbus(5600);AddExp(3360);AddMoney(672),,,,,0,
1216,残缺神像经验,29,45,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3437,180,0,0,0,0,,0,,0,99,36 ,AddExp(10080);AddNimbus(5040);AddMoney(3024),,,,,0,
1217,马熊兽角声望,29,46,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3438,120,0,0,0,0,,0,,0,99,15 ,"AddCredit(29,150);AddExp(855);AddNimbus(142)",,,,,0,
1218,马熊兽角灵力,29,46,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3438,120,0,0,0,0,,0,,0,99,120 ,AddNimbus(5700);AddExp(3420);AddMoney(696),,,,,0,
1219,马熊兽角经验,29,46,0,0,20,,,1,44,99,all,,,,,,,0,0,0,3438,180,0,0,0,0,,0,,0,99,36 ,AddExp(10260);AddNimbus(5130);AddMoney(3132),,,,,0,
1220,山魈利爪声望,29,47,0,0,20,,,1,45,99,all,,,,,,,0,0,0,3439,120,0,0,0,0,,0,,0,99,15 ,"AddCredit(29,150);AddExp(870);AddNimbus(145)",,,,,0,
1221,山魈利爪灵力,29,47,0,0,20,,,1,45,99,all,,,,,,,0,0,0,3439,120,0,0,0,0,,0,,0,99,120 ,AddNimbus(5800);AddExp(3480);AddMoney(696),,,,,0,
1222,山魈利爪经验,29,47,0,0,20,,,1,45,99,all,,,,,,,0,0,0,3439,180,0,0,0,0,,0,,0,99,36 ,AddExp(10440);AddNimbus(5220);AddMoney(3132),,,,,0,
1223,木魃头颅声望,29,48,0,0,20,,,1,46,99,all,,,,,,,0,0,0,3440,120,0,0,0,0,,0,,0,99,15 ,"AddCredit(29,150);AddExp(885);AddNimbus(148)",,,,,0,
1224,木魃头颅灵力,29,48,0,0,20,,,1,46,99,all,,,,,,,0,0,0,3440,120,0,0,0,0,,0,,0,99,120 ,AddNimbus(5900);AddExp(3540);AddMoney(720),,,,,0,
1225,木魃头颅经验,29,48,0,0,20,,,1,46,99,all,,,,,,,0,0,0,3440,180,0,0,0,0,,0,,0,99,36 ,AddExp(10620);AddNimbus(5310);AddMoney(3240),,,,,0,
1226,天淫令牌声望,29,49,0,0,20,,,1,47,99,all,,,,,,,0,0,0,3441,120,0,0,0,0,,0,,0,99,15 ,"AddCredit(29,150);AddExp(900);AddNimbus(150)",,,,,0,
1227,天淫令牌灵力,29,49,0,0,20,,,1,47,99,all,,,,,,,0,0,0,3441,120,0,0,0,0,,0,,0,99,120 ,AddNimbus(6000);AddExp(3600);AddMoney(720),,,,,0,
1228,天淫令牌经验,29,49,0,0,20,,,1,47,99,all,,,,,,,0,0,0,3441,180,0,0,0,0,,0,,0,99,36 ,AddExp(10800);AddNimbus(5400);AddMoney(3240),,,,,0,
1229,飞天夜叉,29,47,11,1,,,,1,46,99,all,CheckTaskFinished(1210),,,,,,0,4460;4461;4497;,15;15;1,0,0,0,0,0,0,,0,,0,99,100 ,AddExp(29000);AddNimbus(14500);AddMoney(8700),,,,,0,
1230,通缉滇西大魔头,29,48,11,1,,,,1,47,99,all,,,,,,,0,4462;4463;4498;,15;15;1,0,0,0,0,0,0,,0,,0,99,120 ,AddExp(35400);AddNimbus(17700);AddMoney(10800),,,,,0,
1231,营救裘芷仙,29,48,11,1,,,,1,47,99,all,,,,,,,0,,,,,,,,,2,4504,1,0,99,120 ,AddExp(35400);AddNimbus(17700);AddMoney(10800),,,,,0,
1232,深潭水怪,29,49,11,1,,,,1,48,99,all,,,,,,,0,4464;4465;4494;,15;15;1,0,0,0,0,0,0,,0,,0,99,140 ,AddExp(42000);AddNimbus(21000);AddMoney(12600),,,,,0,
1233,乔瘦滕的秘密,29,49,11,1,,,,1,48,99,all,,,GetItemSpace >= 1,,,,0,4466;4467;4501;,15;15;1,3434,1,4501,3434,1,1,,0,,0,99,160 ,AddExp(48000);AddNimbus(24000);AddMoney(14400),,,,"em;AddItemEx(9,0,152,1)
fm;AddItemEx(29,0,152,1)
bh;AddItemEx(59,0,152,1)
qc;AddItemEx(555,0,1,1)
xq;AddItemEx(633,0,1,1)",0,
